timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
256665882,1628794399800383,11010077,-235560470,-467302022,730091,724818,0.172,0.60599035,0.61600006,1.1600001,0.63,1.03,81,47,0.024,0.019000001,0.014,0.008,4.5172358,0,nan,0.0,3744,3,0,1,15
257466886,1628794400600384,11010077,-235560466,-467302023,730079,724806,0.18400002,0.6059938,0.61600006,1.1600001,0.63,1.03,81,37,0.023000002,0.001,0.023000002,-0.014,4.5172358,0,nan,0.0,3744,3,0,1,15
258465880,1628794401600384,11010077,-235560460,-467302021,730089,724816,0.17500001,0.60599875,0.62200004,1.171,0.63,1.03,109,26,0.034,-0.030000001,-0.018000001,0.012,4.5172358,0,nan,0.0,3744,3,0,1,15
259462881,1628794402600385,11010077,-235560449,-467302022,729868,724595,0.16600001,0.6060029,0.623,1.172,0.66999996,1.05,86,41,0.20600002,0.07300001,-0.192,-0.046000004,4.5172358,0,nan,0.0,3744,3,0,1,14
260468905,1628794403600386,11010077,-235560439,-467302017,729556,724283,0.187,0.6060076,0.623,1.167,0.63,1.03,86,48,0.046000004,0.029000001,-0.036000002,-0.035,4.5172358,0,nan,0.0,3744,3,0,1,15
261463599,1628794404600387,11010077,-235560431,-467302022,729719,724446,0.22700001,0.60601217,0.62,1.1620001,0.63,1.03,86,36,0.16600001,0.119,-0.116000004,-0.284,4.5172358,0,nan,0.0,3744,3,0,1,15
262466879,1628794405600388,11010077,-235560398,-467302045,730608,725335,0.21300001,0.2823695,0.614,1.159,0.63,1.03,86,43,0.58000004,0.39100003,-0.42700002,-0.82900006,5.495946,0,nan,0.0,3744,3,0,1,15
263465867,1628794406600389,11010077,-235560368,-467302076,732015,726742,0.256,0.684249,0.61200005,1.1580001,0.63,1.03,86,42,0.246,0.014,-0.246,-1.2570001,5.3242292,0,nan,0.0,3744,3,0,1,15
264465039,1628794407600390,11010077,-235560363,-467302079,732075,726802,0.22900002,0.6842654,0.60200006,1.143,0.63,1.03,86,43,0.16700001,0.047000002,-0.16000001,0.97700006,5.3242292,0,nan,0.0,3822,3,0,1,15
265465883,1628794408600391,11010077,-235560344,-467302098,730501,725228,0.24100001,0.545289,0.606,1.1450001,0.63,1.03,87,43,0.335,0.148,-0.3,1.088,5.222756,0,nan,0.0,3822,3,0,1,15
266465009,1628794409600391,11010077,-235560327,-467302131,730744,725471,0.19600001,0.40654474,0.60800004,1.1520001,0.7,1.16,86,39,0.432,0.098000005,-0.42000002,-0.157,5.0127306,0,nan,0.0,3744,3,0,1,14
267467933,1628794410600392,11010077,-235560317,-467302159,731192,725920,0.254,0.3614128,0.61,1.1630001,0.63,1.03,86,34,0.165,0.104,-0.12900001,-0.42400002,5.1484103,0,nan,0.0,3744,3,0,1,15
268466871,1628794411600393,11010077,-235560325,-467302135,731300,726027,0.18400002,0.42963162,0.614,1.172,0.7,1.16,86,42,0.41200003,-0.25100002,0.32700002,-0.12100001,1.4874885,0,nan,0.0,3744,3,0,1,14
269465878,1628794412600394,11010077,-235560387,-467302058,731233,725960,0.18100001,0.15800937,0.61600006,1.1800001,0.74,1.22,80,42,1.1470001,-0.794,0.82900006,-0.135,2.3293123,0,nan,0.0,3744,3,0,1,13
270466874,1628794413600395,11010077,-235560457,-467301995,731154,725882,0.171,0.2536506,0.61700004,1.1850001,0.7,1.16,80,27,0.702,-0.55600005,0.42800003,0.09,2.4813054,0,nan,0.0,3744,3,0,1,14
271466882,1628794414600396,11010077,-235560513,-467301988,731092,725819,0.21100001,0.2857699,0.623,1.2,0.7,1.16,80,44,0.62,-0.59400004,-0.17600001,0.397,3.290631,0,nan,0.0,3744,3,0,1,14
272465037,1628794415600397,11010077,-235560535,-467302020,730665,725392,0.202,0.32625213,0.62700003,1.212,0.7,1.16,80,42,0.52000004,0.19100001,-0.48400003,0.23300001,4.624741,0,nan,0.0,3744,3,0,1,14
273468182,1628794416600397,11010077,-235560471,-467302032,731643,726370,0.23900001,0.20194961,0.632,1.2260001,0.63,1.03,80,30,0.85300004,0.845,-0.117000006,-1.103,6.0908012,0,nan,0.0,3744,3,0,1,15
274462914,1628794417600398,11010077,-235560426,-467302035,732915,727642,0.264,0.78020066,0.63500005,1.233,0.63,1.03,80,38,0.23700002,0.21900001,-0.09200001,-1.299,6.153092,0,nan,0.0,3744,3,0,1,15
275466880,1628794418600399,11010077,-235560433,-467302018,734013,728740,0.24000001,0.6545522,0.634,1.228,0.63,1.03,80,44,0.031000001,-0.024,0.019000001,-0.952,1.263343,0,nan,0.0,3744,3,0,1,15
276466876,1628794419600400,11010077,-235560433,-467302031,733553,728280,0.23400001,0.6087378,0.63500005,1.2260001,0.71,1.0699999,80,25,0.30400002,0.101,-0.287,1.0430001,5.58707,0,nan,0.0,3744,3,0,1,13
277465883,1628794420600401,11010077,-235560431,-467302069,732646,727373,0.23700002,0.31254518,0.64000005,1.235,0.63,1.03,80,46,0.545,0.011000001,-0.545,1.005,4.670893,0,nan,0.0,3744,3,0,1,15
278464265,1628794421600402,11010077,-235560449,-467302121,732227,726954,0.18100001,0.22376274,0.64000005,1.2320001,0.63,1.03,80,38,0.731,-0.25,-0.68700004,0.162,4.36838,0,nan,0.0,3744,3,0,1,15
279465880,1628794422600403,11010077,-235560467,-467302156,732592,727319,0.224,0.5481264,0.64000005,1.2310001,0.63,1.03,80,40,0.32500002,-0.321,0.052,-0.565,3.6412084,0,nan,0.0,3744,3,0,1,15
280467032,1628794423600404,11010077,-235560509,-467302106,733409,728136,0.209,0.24744545,0.642,1.23,0.66999996,1.04,80,34,0.697,-0.31300002,0.62200004,-0.94000006,2.15845,0,nan,0.0,3744,3,0,1,14
281467878,1628794424600404,11010077,-235560518,-467302044,733876,728603,0.17400001,0.32848385,0.648,1.243,0.63,1.03,80,52,0.545,0.172,0.517,-0.013,1.480561,0,nan,0.0,3744,3,0,1,15
282465026,1628794425600405,11010077,-235560485,-467302004,732947,727674,0.24900001,0.33740127,0.651,1.2520001,0.63,1.03,80,26,0.53800005,0.46300003,0.27400002,0.771,0.68374234,0,nan,0.0,3744,3,0,1,15
283467874,1628794426600406,11010077,-235560448,-467301983,732313,727040,0.24100001,0.50166017,0.65500003,1.258,0.63,1.02,80,44,0.36900002,0.337,0.15100001,0.51500005,0.4682542,0,nan,0.0,3744,3,0,1,15
284466882,1628794427600407,11010077,-235560417,-467301990,731846,726573,0.21200001,0.5144564,0.65900004,1.271,0.7,1.16,80,43,0.36400002,0.35200003,-0.09,0.34600002,6.1047955,0,nan,0.0,3744,3,0,1,14
285466879,1628794428600408,11010077,-235560413,-467301975,731510,726237,0.22100002,0.5032437,0.65900004,1.2700001,0.63,1.02,80,42,0.16100001,0.093,0.13100001,0.142,1.0913533,0,nan,0.0,3744,3,0,1,15
286466622,1628794429600409,11010077,-235560412,-467301965,731636,726363,0.163,0.64465725,0.65400004,1.2540001,0.63,1.02,80,44,0.24700001,-0.051000003,0.24200001,-0.18400002,1.3512156,0,nan,0.0,3744,3,0,1,15
287469372,1628794430600410,11010077,-235560407,-467301946,731912,726639,0.17400001,0.30280572,0.646,1.2420001,0.63,1.02,80,42,0.36900002,0.026,0.36800003,-0.46400002,1.267874,0,nan,0.0,3744,3,0,1,15
288468878,1628794431600410,11010077,-235560374,-467301880,732416,727143,0.18900001,0.15433039,0.64100003,1.228,0.63,1.02,80,42,0.92200005,0.48400003,0.785,-0.46800002,1.0339127,0,nan,0.0,3744,3,0,1,15
289467880,1628794432600411,11010077,-235560328,-467301811,732739,727466,0.21300001,0.19998053,0.638,1.222,0.63,1.02,85,43,0.708,0.381,0.596,-0.95600003,0.9625417,0,nan,0.0,3744,3,0,1,15
290467935,1628794433600412,11010077,-235560311,-467301784,734445,729172,0.25,0.74579155,0.637,1.22,0.63,1.02,85,32,0.10700001,0.102000006,0.034,-1.3360001,1.0034904,0,nan,0.0,3744,3,0,1,15
291467881,1628794434600413,11010077,-235560310,-467301796,735043,729770,0.238,0.78358895,0.633,1.2110001,0.63,1.02,86,37,0.19000001,0.072000004,-0.17600001,-0.69100004,6.247316,0,nan,0.0,3744,3,0,1,15
292465006,1628794435600414,11010077,-235560319,-467301821,733989,728716,0.208,0.36924812,0.628,1.197,0.63,1.02,86,43,0.404,-0.059000004,-0.39900002,0.873,4.5693007,0,nan,0.0,3744,3,0,1,15
293463824,1628794436600415,11010077,-235560323,-467301856,733363,728090,0.136,0.33532766,0.62700003,1.189,0.63,1.02,86,34,0.41700003,-0.155,-0.38700002,0.082,4.3519697,0,nan,0.0,3588,3,0,1,15
294466876,1628794437600416,11010077,-235560338,-467301899,734087,728814,0.22200002,0.29073867,0.624,1.182,0.63,1.02,92,45,0.62600005,-0.3,-0.55,-0.892,4.2479224,0,nan,0.0,3588,3,0,1,15
295469075,1628794438600417,11010077,-235560357,-467301958,734552,729279,0.17300001,0.24307269,0.62600005,1.1830001,0.63,1.02,92,38,0.757,-0.18,-0.735,-0.24700001,4.4336967,0,nan,0.0,3588,3,0,1,15
296465646,1628794439600417,11010077,-235560368,-467302023,734486,729213,0.155,0.28924206,0.628,1.1850001,0.63,1.02,91,25,0.512,0.021000002,-0.512,0.15900001,4.6031785,0,nan,0.0,3744,3,0,1,15
297469872,1628794440600418,11010077,-235560361,-467302034,733666,728393,0.24300002,0.528866,0.63000005,1.1860001,0.63,1.02,85,44,0.096,0.094000004,-0.020000001,0.883,4.710128,0,nan,0.0,3978,3,0,1,15
298463520,1628794441600419,11010077,-235560361,-467302024,732870,727597,0.22800002,0.5288866,0.62700003,1.1800001,0.63,1.02,85,45,0.13700001,-0.040000003,0.13100001,0.71400005,4.710128,0,nan,0.0,3666,3,0,1,15
299467878,1628794442600420,11010077,-235560362,-467302011,732303,727030,0.24000001,0.71526086,0.625,1.176,0.66999996,1.04,86,44,0.19900002,0.017,0.19900002,0.39000002,2.7805824,0,nan,0.0,3666,3,0,1,14
300465262,1628794443600421,11010077,-235560363,-467301999,731799,726526,0.24700001,0.6735632,0.62600005,1.1750001,0.63,1.02,91,51,0.05,-0.021000002,0.045,0.53000003,1.9170282,0,nan,0.0,3666,3,0,1,15
301470004,1628794444600422,11010077,-235560373,-467301997,730968,725695,0.23400001,0.6735765,0.62700003,1.176,0.63,1.02,91,36,0.178,-0.17300001,-0.040000003,0.65900004,1.9170282,0,nan,0.0,3510,3,0,1,15
302467892,1628794445600423,11010077,-235560375,-467301985,730306,725033,0.23400001,0.67359114,0.62100005,1.1620001,0.63,1.02,91,37,0.15900001,0.07300001,0.141,0.753,1.9170282,0,nan,0.0,3744,3,0,1,15
303467876,1628794446600423,11010077,-235560373,-467301978,729618,724345,0.23900001,0.6736069,0.624,1.166,0.63,1.02,91,36,0.113000005,0.113000005,-0.002,0.76900005,1.9170282,0,nan,0.0,3744,3,0,1,15
304468874,1628794447600424,11010077,-235560371,-467301979,729336,724063,0.24100001,0.67361647,0.623,1.169,0.66999996,1.04,91,35,0.021000002,-0.013,0.016,0.116000004,1.9170282,0,nan,0.0,3744,3,0,1,14
305468872,1628794448600425,11010077,-235560371,-467301981,729268,723995,0.215,0.673621,0.62600005,1.1750001,0.63,1.02,91,35,0.017,0.0050000004,0.016,0.016,1.9170282,0,nan,0.0,3666,3,0,1,15
306469758,1628794449600426,11010077,-235560371,-467301987,729232,723959,0.15900001,0.6736248,0.629,1.1850001,0.63,1.02,91,45,0.042000003,0.042000003,-0.006,0.007,1.9170282,0,nan,0.0,3666,3,0,1,15
307468890,1628794450600427,11010077,-235560373,-467301991,729242,723969,0.21900001,0.6736292,0.632,1.194,0.63,1.02,91,65,0.033,0.025,-0.021000002,-0.037,1.9170282,0,nan,0.0,3666,3,0,1,15
