timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
29717990,1628792911999505,11010077,-235560427,-467302076,727538,722265,0.24400002,0.40207165,0.59900004,1.3750001,0.62,1.09,101,43,0.015000001,0.003,-0.014,-0.040000003,5.8879437,0,nan,0.0,4056,3,0,1,16
30515998,1628792912799505,11010077,-235560430,-467302074,727651,722378,0.128,0.40207636,0.595,1.3700001,0.58,1.02,101,31,0.062000003,0.014,-0.060000002,0.007,5.8879437,0,nan,0.0,4056,3,0,1,17
31517417,1628792913799506,11010077,-235560439,-467302061,727724,722451,0.21300001,0.4020823,0.59000003,1.3620001,0.58,1.02,100,45,0.006,0.004,0.0050000004,0.018000001,5.8879437,0,nan,0.0,4056,3,0,1,17
32516559,1628792914799507,11010077,-235560444,-467302055,727774,722501,0.20500001,0.4020888,0.586,1.355,0.58,1.02,100,46,0.011000001,0.009000001,0.0050000004,0.015000001,5.8879437,0,nan,0.0,4056,3,0,1,17
33512895,1628792915799507,11010077,-235560448,-467302048,727731,722458,0.216,0.40209523,0.582,1.3490001,0.59999996,1.0799999,100,40,0.020000001,0.003,0.020000001,0.027,5.8879437,0,nan,0.0,4056,3,0,1,16
34514018,1628792916799508,11010077,-235560450,-467302043,727660,722387,0.20500001,0.40210238,0.58000004,1.3470001,0.58,1.02,100,45,0.015000001,0.014,-0.006,0.025,5.8879437,0,nan,0.0,4056,3,0,1,17
35517292,1628792917799509,11010077,-235560453,-467302040,727615,722342,0.21100001,0.40210935,0.57900006,1.3440001,0.58,1.02,100,40,0.006,0.006,0.002,0.015000001,5.8879437,0,nan,0.0,4056,3,0,1,17
36517533,1628792918799510,11010077,-235560455,-467302036,727520,722247,0.15200001,0.40211564,0.578,1.3410001,0.61,1.0799999,100,49,0.026,-0.026,-0.001,-0.010000001,5.8879437,0,nan,0.0,3666,3,0,1,16
37511337,1628792919799511,11010077,-235560457,-467302037,727443,722170,0.15900001,0.40212175,0.57600003,1.3390001,0.63,1.13,100,49,0.091000006,-0.018000001,-0.089,-0.031000001,5.8879437,0,nan,0.0,3900,3,0,1,15
38515105,1628792920799512,11010077,-235560460,-467302037,727344,722071,0.18800001,0.40212855,0.57500005,1.3390001,0.62,1.09,100,28,0.054,-0.002,-0.053000003,-0.029000001,5.8879437,0,nan,0.0,3900,3,0,1,16
39514406,1628792921799513,11010077,-235560461,-467302035,727106,721833,0.22600001,0.4021352,0.58000004,1.345,0.62,1.09,100,20,0.05,-0.016,0.047000002,0.058000002,5.8879437,0,nan,0.0,4056,3,0,1,16
40513558,1628792922799513,11010077,-235560461,-467302034,726823,721550,0.223,0.40214163,0.574,1.3360001,0.62,1.09,84,41,0.010000001,-0.008,-0.0050000004,0.034,5.8879437,0,nan,0.0,4056,3,0,1,16
41517510,1628792923799514,11010077,-235560461,-467302034,726600,721327,0.21900001,0.40214896,0.57100004,1.33,0.62,1.09,90,30,0.018000001,0.018000001,0.004,0.034,5.8879437,0,nan,0.0,4056,3,0,1,16
42517020,1628792924799515,11010077,-235560461,-467302037,726418,721145,0.24400002,0.40215632,0.574,1.3310001,0.62,1.09,90,38,0.009000001,-0.004,0.008,0.024,5.8879437,0,nan,0.0,3900,3,0,1,16
43517006,1628792925799516,11010077,-235560460,-467302040,726261,720988,0.23900001,0.4021633,0.577,1.3330001,0.62,1.09,90,41,0.013,0.003,0.013,0.024,5.8879437,0,nan,0.0,3900,3,0,1,16
44514886,1628792926799517,11010077,-235560460,-467302044,726112,720840,0.223,0.4021713,0.578,1.3340001,0.62,1.09,89,32,0.015000001,-0.014,-0.0050000004,0.025,5.8879437,0,nan,0.0,3900,3,0,1,16
