timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
211738688,-0.00054837926,0.00033572534,0.00019571341,5006,0,-0.27188566,0.6737656,-9.652326,5006,0
211743752,0.00031261047,0.0003074642,-0.00015491924,5064,0,-0.28193104,0.65911007,-9.646516,5064,0
211748730,-0.0024626052,-0.00034508132,-0.0004396745,4978,0,-0.2623085,0.66796273,-9.627473,4978,0
211753723,-0.0003327359,-0.001537338,-0.0019779983,4993,0,-0.261675,0.67179376,-9.641242,4993,0
211758738,0.0006106724,0.001088864,0.0003399692,5015,0,-0.27511424,0.6689271,-9.620963,5015,0
211763746,-0.0010738478,0.00091410935,0.00035691986,5008,0,-0.253883,0.66523916,-9.637703,5008,0
211768768,-0.00088891,-0.0008602055,-0.0011007693,5022,0,-0.25698,0.6527719,-9.640018,5022,0
211773770,-0.0014383771,0.00045257743,-4.7394562e-05,5002,0,-0.2573513,0.67496115,-9.632681,5002,0
211778785,-0.0006648323,-8.991572e-05,0.0013560292,5015,0,-0.25128245,0.6726633,-9.649131,5015,0
211783794,-0.0003335695,0.00031185208,0.0011609349,5009,0,-0.27309176,0.68274105,-9.638186,5009,0
211788807,0.00032947198,-0.0003419681,1.4180669e-05,5013,0,-0.24277772,0.6868902,-9.642686,5013,0
211793817,0.00083518797,0.0007018042,-0.00066026143,5010,0,-0.27960247,0.66689473,-9.627699,5010,0
211798828,-0.00016446809,-0.0005110272,-0.0016313194,5011,0,-0.24616064,0.6595064,-9.649489,5011,0
211803840,-0.0019220555,-0.0015643089,-0.0013035017,5012,0,-0.24261262,0.6733587,-9.627309,5012,0
211808852,-0.0016884805,-0.0006622892,-0.0012706177,5012,0,-0.2694893,0.6617957,-9.675831,5012,0
211813864,0.00032676867,-0.0009328303,-0.00040940766,5012,0,-0.24747226,0.6672333,-9.64696,5012,0
211818879,-0.0023108798,0.0011864469,-0.0018470311,5015,0,-0.25034752,0.65702206,-9.640848,5015,0
211823889,-0.0033827187,0.0006761103,-0.0003793292,5010,0,-0.2676226,0.6580899,-9.628099,5010,0
211828899,-0.00058920303,0.00029795818,-0.0002751528,5010,0,-0.25351176,0.67866355,-9.642566,5010,0
211833911,-0.0016712834,0.00046093465,-0.00053480663,5012,0,-0.26591486,0.6463832,-9.656574,5012,0
211838922,-0.00067942677,0.00081380026,-1.3572106e-05,5011,0,-0.25734964,0.6701186,-9.627936,5011,0
211843943,7.502995e-05,-0.00021228437,0.00042744816,5021,0,-0.28599477,0.65566456,-9.632899,5021,0
211848946,-0.00025481114,0.00033109478,-0.0008439561,5003,0,-0.2873554,0.65814716,-9.623509,5003,0
211853988,0.00062272174,-0.00023017939,0.0001254779,5042,0,-0.2627232,0.67687804,-9.652257,5042,0
211858970,-0.00093203736,0.0008094317,-0.00056294707,4982,0,-0.2642813,0.6445726,-9.648752,4982,0
211863981,-0.00064535066,-6.2908985e-05,-0.0014753736,5011,0,-0.28747565,0.63956714,-9.661375,5011,0
211868992,-0.0024844038,-0.00022732263,-0.0015964868,5011,0,-0.25129652,0.6733358,-9.640373,5011,0
211874005,0.0005400192,-4.5677283e-05,-0.0009697513,5013,0,-0.27140188,0.6647483,-9.637399,5013,0
211879015,-0.001861643,-0.0004271133,-0.00073355477,5010,0,-0.26229766,0.6425833,-9.645394,5010,0
211884027,-0.0009925547,0.000970828,0.00021442174,5012,0,-0.2543874,0.65268964,-9.656784,5012,0
211889039,-0.0016013521,-6.804119e-05,-0.00023987566,5012,0,-0.28294274,0.66755944,-9.645733,5012,0
211894051,-0.0012706156,-0.00044030836,-0.0002365579,5012,0,-0.25657043,0.66679996,-9.642705,5012,0
211899062,-0.0012604496,0.0005166516,-0.00070914824,5011,0,-0.26916808,0.6531787,-9.632206,5011,0
211904074,6.07402e-05,0.00081916474,-0.00094961264,5012,0,-0.25661498,0.68257153,-9.633432,5012,0
211909088,0.0003907314,-0.00029837736,-0.0007723521,5014,0,-0.27457,0.65593415,-9.634185,5014,0
211914098,-0.0018075759,0.00025735845,-0.0005203645,5010,0,-0.2782845,0.6619565,-9.655305,5010,0
211919109,-0.0012620043,0.003056494,-0.00034752194,5011,0,-0.26208627,0.6649013,-9.6331415,5011,0
211924121,-0.0016264803,0.0009967205,-0.00083906704,5012,0,-0.27160412,0.653966,-9.646346,5012,0
211929132,0.00014350469,-0.0018194538,-0.00076116045,5011,0,-0.2440056,0.6734816,-9.64929,5011,0
211934144,-0.0014779879,-0.00035825945,0.0006819963,5012,0,-0.26741517,0.66520876,-9.648014,5012,0
211939156,-0.0012035548,-0.0001855678,-0.00011993888,5012,0,-0.24031872,0.6605023,-9.645397,5012,0
211944168,-0.0017757006,0.0010188814,0.0001663123,5012,0,-0.24237809,0.6471333,-9.63083,5012,0
211949179,0.0009061391,0.00041866043,-3.4101547e-05,5011,0,-0.281264,0.665144,-9.644621,5011,0
211954191,-0.0018422317,-0.00087524555,-0.00061549374,5012,0,-0.26348692,0.6863642,-9.633276,5012,0
211959203,-0.00089929573,-0.0020443622,-0.00015363161,5012,0,-0.27628285,0.65327567,-9.608345,5012,0
