timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
1686545752,0.00087212026,0.0004957137,0.00012817071,5009,0,-0.09539763,0.017731298,-9.551422,5009,0
1686550764,0.0012060299,-0.00087253103,-1.0947934e-05,5012,0,-0.101361334,-0.0055187736,-9.528286,5012,0
1686555777,0.0023455988,0.000645295,0.00041944726,5013,0,-0.079902366,0.035379093,-9.529122,5013,0
1686560838,0.0013942292,0.0011624626,-0.00040678374,5061,0,-0.09101332,0.03682012,-9.524852,5061,0
1686565800,0.0017000863,0.0006689856,0.00069738895,4962,0,-0.0885455,0.0021718594,-9.487509,4962,0
1686570816,0.0019931928,0.0013491316,-0.0009924171,5016,0,-0.08250518,0.033331152,-9.522852,5016,0
1686575831,0.0026526926,0.00069730915,0.00067742664,5015,0,-0.11354146,0.029239122,-9.528587,5015,0
1686580843,0.0030503161,0.00022960523,-0.0012883343,5012,0,-0.10088846,-0.0020726377,-9.509726,5012,0
1686585856,0.0012440833,-6.9952985e-05,-4.2625856e-05,5013,0,-0.0750439,0.02230382,-9.516314,5013,0
1686590869,0.0026167794,0.00034239248,0.0016475273,5013,0,-0.10285294,0.010936929,-9.510262,5013,0
1686595882,0.0021001874,2.8678554e-05,-0.0012300144,5013,0,-0.096365266,-0.00064660545,-9.537799,5013,0
1686600895,0.0016241829,0.0003144148,0.00037886985,5013,0,-0.08501978,0.028884066,-9.531522,5013,0
1686605958,0.002911906,-0.00013820986,0.00034112937,5063,0,-0.100299336,0.01729245,-9.507395,5063,0
1686610920,0.0021310034,-0.0014416627,0.0011199841,4962,0,-0.09355322,0.007461214,-9.523669,4962,0
1686615934,0.003758046,0.000811365,0.0010660506,5014,0,-0.09204716,0.025128406,-9.51746,5014,0
1686620947,0.0023755482,0.0011405761,0.00012593588,5013,0,-0.107990496,0.026067639,-9.52048,5013,0
1686625960,0.0021723136,0.00039748166,-0.00040872532,5013,0,-0.105540544,-0.004172874,-9.527419,5013,0
1686630973,0.0034820316,0.00022931554,0.0007418073,5013,0,-0.07385882,0.010562826,-9.524597,5013,0
1686635987,0.002642854,0.00026852638,0.00076470635,5014,0,-0.10509076,0.013335122,-9.5289755,5014,0
1686641000,0.0020609742,5.7704565e-05,0.00069710845,5013,0,-0.06563191,-0.009530639,-9.52313,5013,0
