timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
29537402,-0.0006394812,0.00068645,-0.00074945146,5004,0,-0.036085457,-0.12961118,-9.84894,5004,0
29547380,-0.00031502947,0.0002641258,0.00056230545,4995,0,-0.041895255,-0.14235936,-9.844312,4995,0
29552368,0.001385773,0.000114164024,0.00043939147,4988,0,-0.05199096,-0.13383195,-9.862882,4988,0
29557367,-0.00025909313,-0.00020347442,0.0003584788,4999,0,-0.06731392,-0.14697988,-9.863118,4999,0
29562373,-0.0027236787,-0.00048123783,0.0011009091,5006,0,-0.028483726,-0.10602856,-9.841102,5006,0
29567354,0.0009124185,-0.00069141213,0.00026430638,4981,0,-0.028839152,-0.13411003,-9.852208,4981,0
29572349,-0.00072788587,-0.00047767907,0.0010456817,4995,0,-0.038669072,-0.13816786,-9.8376465,4995,0
29577344,-0.0019429978,0.00025787213,0.0019723196,4995,0,-0.04093541,-0.13004419,-9.845887,4995,0
29582340,-0.0008899303,0.0013090039,-4.6253826e-05,4996,0,-0.05415007,-0.12228029,-9.859524,4996,0
29587335,-0.00048759152,0.0009099252,0.0003750637,4995,0,-0.03645828,-0.13067727,-9.860905,4995,0
29592330,-0.00066920667,0.0054230797,-0.004496773,4995,0,-0.14871176,-0.13619155,-9.856825,4995,0
29597325,0.005987722,-0.010587998,-0.025815645,4995,0,0.27775383,-0.046277896,-9.779317,4995,0
29602320,-0.011988884,0.0008052287,-0.037458513,4995,0,-0.2035273,-0.29854342,-9.901174,4995,0
29607316,-0.0032838013,-0.007694166,-0.035656128,4996,0,-0.062667094,-0.16953497,-9.71924,4996,0
29612311,0.00596324,-0.008438644,-0.015360158,4995,0,-0.12705062,0.079046935,-9.922068,4995,0
29617306,-0.0016921716,-0.005400292,0.020518962,4995,0,0.056567613,0.035037007,-9.927621,4995,0
29622301,0.0024657792,-0.007761634,0.044189043,4995,0,-0.22352593,-0.23871356,-9.794439,4995,0
29627296,0.004139864,-0.004570005,0.06115099,4995,0,0.16051571,-0.059898704,-9.803427,4995,0
29632291,-0.01210161,-0.0007883093,0.049268648,4995,0,-0.0810528,-0.49112716,-9.916825,4995,0
