timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
36148657,0.0026988008,-0.0011918389,0.00034987542,5012,0,-0.6986205,-0.6815362,-9.624533,5012,0
36153667,0.0010732346,-0.0008013231,-0.00043202334,5010,0,-0.70467633,-0.68009317,-9.598902,5010,0
36158679,0.0012592414,3.624033e-06,0.0011575678,5012,0,-0.67697793,-0.71150804,-9.586752,5012,0
36163690,0.0030847746,0.00024962213,-0.0015789383,5011,0,-0.67822737,-0.717078,-9.606656,5011,0
36168703,0.0030820405,0.0008373793,0.0010274339,5013,0,-0.69334596,-0.68663305,-9.622406,5013,0
36173713,0.0019571998,-0.0005558702,-0.0006179082,5010,0,-0.71626174,-0.6984263,-9.622737,5010,0
36178725,0.001505497,-0.00015413774,-0.00036487426,5012,0,-0.69848186,-0.70495903,-9.634657,5012,0
36183739,0.0019603265,0.00047254126,0.00064682844,5014,0,-0.6974196,-0.7045606,-9.615959,5014,0
36188748,0.0006635146,-0.00067512406,4.985369e-05,5009,0,-0.6899037,-0.6913078,-9.617851,5009,0
36193762,0.0016157771,0.00031489844,-0.00025119964,5014,0,-0.6765547,-0.6820803,-9.62174,5014,0
36198777,0.00087929785,0.00083899434,-0.00050869223,5015,0,-0.6691551,-0.6929364,-9.5920925,5015,0
36203782,0.0035980104,-0.00046107,0.00020199221,5005,0,-0.701057,-0.7113929,-9.617893,5005,0
36208795,0.0024124489,-0.0004858948,2.8990291e-05,5013,0,-0.6643567,-0.70395416,-9.612157,5013,0
36213806,0.0031683058,-0.00085715,0.0010535425,5011,0,-0.68070865,-0.7200529,-9.584028,5011,0
36218817,0.0016079942,0.0003434988,0.00054446503,5011,0,-0.6994209,-0.6864601,-9.590592,5011,0
36223829,0.001363365,-0.0011176516,1.8697303e-05,5012,0,-0.6955368,-0.6816819,-9.578697,5012,0
36228840,0.0012143741,-0.0014985364,0.00024544945,5011,0,-0.7101812,-0.67829347,-9.621423,5011,0
36233852,0.0023234761,0.0006906123,-0.00046349823,5012,0,-0.6861563,-0.6777391,-9.602766,5012,0
36238864,0.0010768785,0.00084805646,-0.00036477155,5012,0,-0.7017201,-0.6937573,-9.594488,5012,0
36243875,0.0026296214,-0.001655801,0.00065239094,5011,0,-0.712821,-0.7014322,-9.608329,5011,0
36248886,0.001639276,-0.00096371875,0.00023708024,5011,0,-0.6840424,-0.67097026,-9.599939,5011,0
36253897,0.0019520241,-0.0013830075,6.6459055e-05,5011,0,-0.6860088,-0.7025566,-9.635262,5011,0
36258909,0.0009865994,-0.00078400085,-0.00045766632,5012,0,-0.68911195,-0.7018886,-9.600599,5012,0
36263921,0.0027182992,-0.0006442454,-0.00028575098,5012,0,-0.69337934,-0.6932792,-9.614729,5012,0
36268933,0.002870141,-0.0012785704,-0.0004810291,5012,0,-0.7114739,-0.6974328,-9.602825,5012,0
36273944,0.0015872597,-0.0006918231,-0.00055735954,5011,0,-0.7092551,-0.69980323,-9.608146,5011,0
36278955,0.001388767,-0.0008951012,-0.0018665654,5011,0,-0.69529665,-0.69387597,-9.614225,5011,0
36283967,0.0025138014,-0.00045450084,-0.0002881635,5012,0,-0.6803556,-0.70143944,-9.603266,5012,0
36288978,0.0018865229,-0.0013932514,0.00017892246,5011,0,-0.6784781,-0.67212784,-9.637452,5011,0
36293990,0.0020871386,0.000500518,-2.944012e-05,5012,0,-0.6849438,-0.6795836,-9.611353,5012,0
36299001,0.0016202343,0.00026606774,4.2576045e-05,5011,0,-0.69211423,-0.7028234,-9.609725,5011,0
36304013,0.002519549,-0.00013090845,-0.00050520967,5012,0,-0.66789734,-0.67153233,-9.591421,5012,0
36309025,0.0011493948,-0.0015081991,0.0004941823,5012,0,-0.69874036,-0.68451035,-9.6075115,5012,0
36314036,0.0015670278,-0.00069793616,-0.0011701854,5011,0,-0.69759303,-0.6998344,-9.615503,5011,0
36319092,0.0036243892,0.00018933386,-0.0007182118,5056,0,-0.6943874,-0.68609846,-9.6207075,5056,0
36324064,0.001805535,-2.40793e-05,-0.001192998,4972,0,-0.7143293,-0.69407344,-9.593635,4972,0
36329073,0.001979671,0.00041538474,-0.0001802131,5009,0,-0.69304043,-0.6923481,-9.607088,5009,0
36334082,0.0025704917,0.00020367726,-0.0007585041,5009,0,-0.67047,-0.72528076,-9.606681,5009,0
36339093,0.001539591,0.00058772764,-1.5957396e-05,5011,0,-0.6750803,-0.68596476,-9.607776,5011,0
36344105,0.0019052507,3.9637012e-05,-0.0008633787,5012,0,-0.6749784,-0.6915519,-9.628231,5012,0
36349116,0.0024643864,-0.0014572488,0.00031897644,5011,0,-0.693272,-0.6859153,-9.597339,5011,0
36354127,0.0026424306,-0.00052719953,0.00040827884,5011,0,-0.6976143,-0.71204567,-9.606581,5011,0
36359139,0.0029001683,-0.00082250376,-0.00029228837,5012,0,-0.70661277,-0.6902697,-9.623322,5012,0
36364151,0.0027104586,0.0019325846,-0.0002206461,5012,0,-0.692427,-0.67558694,-9.623752,5012,0
36369162,0.0009164251,-0.0007059337,-0.00024010552,5011,0,-0.69019383,-0.67927223,-9.598709,5011,0
36374174,0.0028637913,-0.00025949095,-0.00035460485,5012,0,-0.69813573,-0.6972482,-9.625361,5012,0
36379191,0.0004033432,-0.000353004,-0.0005359239,5017,0,-0.69849217,-0.69572705,-9.621524,5017,0
36384199,0.0022443428,-0.0017002157,-0.0005612835,5008,0,-0.6916275,-0.6975388,-9.601179,5008,0
36389208,0.0009599635,-0.0011236711,0.0006315228,5009,0,-0.69339615,-0.71663535,-9.590621,5009,0
36394220,0.0012628144,0.00044229804,-0.0015954894,5012,0,-0.6925724,-0.6689443,-9.595167,5012,0
36399231,0.00091141765,-0.0008683457,-0.0011276571,5011,0,-0.70934105,-0.6930841,-9.619236,5011,0
36404251,0.00065518095,-0.00044187147,-2.1587797e-05,5020,0,-0.70887685,-0.71196723,-9.6174,5020,0
36409255,0.001024305,-0.0023365095,-8.800626e-05,5004,0,-0.7048992,-0.6809162,-9.626048,5004,0
36414268,0.0015382557,-0.0014114818,0.00019156383,5013,0,-0.6714049,-0.68008274,-9.615455,5013,0
36419277,0.0009086526,-0.0022584044,-0.00074570865,5009,0,-0.6968408,-0.7098686,-9.606949,5009,0
36424289,0.0020436537,-0.000159819,0.00044631338,5012,0,-0.69580585,-0.6845812,-9.610075,5012,0
36429300,0.0023908368,-0.00041752157,-7.770152e-05,5011,0,-0.6878123,-0.7032965,-9.61647,5011,0
36434312,0.0019065733,-0.0006344018,-5.7729554e-05,5012,0,-0.675236,-0.698014,-9.623835,5012,0
36439325,0.0041635535,-0.000995779,-0.0018244894,5013,0,-0.71343094,-0.7080157,-9.620961,5013,0
36444375,0.0034452467,0.00022797118,-0.000550838,5050,0,-0.70748717,-0.71655345,-9.612,5050,0
36449352,0.0025652738,-0.0019498109,0.00019652209,4977,0,-0.6953728,-0.69292474,-9.620769,4977,0
36454359,0.001394216,-0.00069299724,0.00085534237,5007,0,-0.7116952,-0.69525665,-9.62799,5007,0
36459370,0.0026590382,0.0008332613,0.00049064617,5011,0,-0.715525,-0.6819007,-9.6223,5011,0
36464381,0.002103448,-0.0008579636,-0.0006312911,5011,0,-0.65507454,-0.71455574,-9.59909,5011,0
36469392,0.0021714133,-0.00023311662,-0.00020271343,5011,0,-0.69341445,-0.70448685,-9.617343,5011,0
36474404,0.0017467884,-0.0014710113,0.0018910916,5012,0,-0.6868124,-0.6936453,-9.61495,5012,0
36479416,0.0023218514,-5.3237163e-05,-0.0010340471,5012,0,-0.66312873,-0.69395196,-9.600034,5012,0
36484427,0.0028789737,-0.0013708443,-4.7802754e-05,5011,0,-0.71834934,-0.6818782,-9.605313,5011,0
36489438,0.0017782709,0.00044497353,-0.0009978379,5011,0,-0.6936788,-0.66888833,-9.593426,5011,0
36494451,0.0022963022,-0.00089742546,-0.00063638453,5013,0,-0.7024215,-0.68580365,-9.61009,5013,0
36499462,0.0019549464,-0.00049746543,-0.0014566656,5011,0,-0.6822254,-0.68934995,-9.619985,5011,0
36504473,0.001330977,0.0012321275,-0.0014278864,5011,0,-0.70217884,-0.70674604,-9.608002,5011,0
36509485,0.0015751023,-0.00088564435,-0.0005519296,5012,0,-0.6956208,-0.70307326,-9.599738,5012,0
36514499,0.0018659194,0.00016959332,0.0006442596,5014,0,-0.6882388,-0.68042356,-9.602663,5014,0
36519508,0.0020707608,0.0009010898,-0.0020775672,5009,0,-0.7222782,-0.69474614,-9.58722,5009,0
36524519,0.001953418,-0.0003162925,0.0009103799,5011,0,-0.7016138,-0.68452805,-9.612254,5011,0
36529531,0.002587821,-0.0023760956,0.0002481703,5012,0,-0.67874855,-0.6572959,-9.618089,5012,0
36534544,0.001581701,-0.00075003284,-0.00093274325,5013,0,-0.71237206,-0.67480934,-9.630255,5013,0
36539555,0.0013433984,-0.0007087281,0.0018226457,5011,0,-0.7061152,-0.7114352,-9.618798,5011,0
36544566,0.0026435885,-1.4499088e-05,9.4966184e-05,5011,0,-0.7058979,-0.70260733,-9.61739,5011,0
36549577,0.0025793358,0.0006284572,0.0007594618,5011,0,-0.66817826,-0.6849017,-9.62245,5011,0
36554589,0.0016452208,0.0004388121,-0.0011168484,5012,0,-0.7128275,-0.6895216,-9.608185,5012,0
36559600,0.0016032871,-0.0004870812,-0.0011837196,5011,0,-0.71567464,-0.68624955,-9.594092,5011,0
36564613,0.0026049302,-0.0013875522,-0.0014564703,5013,0,-0.6983877,-0.6903449,-9.580275,5013,0
36569652,0.003098127,-0.0005423941,-0.0002961491,5039,0,-0.7020882,-0.69053864,-9.599831,5039,0
36574634,0.0035992335,-0.0013564548,-0.00039943305,4982,0,-0.665786,-0.6752175,-9.595349,4982,0
36579646,0.0027095715,-0.0008918239,-0.0017190097,5012,0,-0.6935682,-0.7115165,-9.611438,5012,0
