timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
670990697,-0.004016819,0.0038129478,0.0032564364,4999,0,-0.05677224,0.35833254,-9.83276,4999,0
671005681,-0.0035882804,0.0057769944,0.0032942775,4998,0,-0.034534156,0.3709475,-9.806401,4998,0
671010672,-0.0027434109,0.0027513003,0.0027894655,4991,0,-0.052882653,0.37073025,-9.812028,4991,0
671015678,-0.0028660733,0.004217039,0.0025266577,5006,0,-0.065746024,0.37459135,-9.82146,5006,0
671020661,-0.005042452,0.0028856522,0.0017759025,4983,0,-0.05088811,0.35556707,-9.835943,4983,0
671025669,-0.004633363,0.0031236177,0.0030960625,5008,0,-0.06866988,0.36588797,-9.840739,5008,0
671030651,-0.0036109108,0.0022463778,0.002741793,4982,0,-0.051192563,0.34881416,-9.834262,4982,0
671035645,-0.0046714474,0.002738523,0.0011061531,4994,0,-0.038223498,0.3391385,-9.853853,4994,0
671040640,-0.0038756328,0.003971124,0.0025028682,4995,0,-0.044177685,0.35260516,-9.844288,4995,0
671045635,-0.002356168,0.0028002134,0.0011289218,4995,0,-0.06353693,0.37253422,-9.819928,4995,0
671050629,-0.00198891,0.003517322,0.0019480124,4994,0,-0.0794827,0.3738504,-9.83447,4994,0
671055624,-0.004409126,0.004199999,0.0022285848,4995,0,-0.062590726,0.38491336,-9.824232,4995,0
671060627,-0.002627767,0.0036809535,0.00223706,5003,0,-0.061278418,0.34550086,-9.856066,5003,0
671065614,-0.0041253874,0.0031220403,0.0035671599,4987,0,-0.040370457,0.35668144,-9.868686,4987,0
671070608,-0.0025333585,0.00428624,0.0017727653,4994,0,-0.08013126,0.37201592,-9.854361,4994,0
671075603,-0.0038755792,0.006435607,0.002649009,4995,0,-0.051065054,0.33302724,-9.835141,4995,0
671080598,-0.004166947,0.0029738483,0.0026748267,4995,0,-0.063410096,0.38252655,-9.81553,4995,0
671085592,-0.005031628,0.0027677848,0.0024598017,4994,0,-0.058903854,0.3762112,-9.839385,4994,0
671090587,-0.004224658,0.0050909505,0.002065547,4995,0,-0.022725193,0.3711929,-9.800094,4995,0
671095586,-0.004274699,0.0059282435,0.0028945922,4999,0,-0.073161624,0.36415914,-9.8375025,4999,0
671100576,-0.0045178067,0.0022202744,0.00168355,4990,0,-0.07907282,0.3465761,-9.852927,4990,0
671105571,-0.0026033216,0.0035319082,0.002333979,4995,0,-0.054749377,0.34550548,-9.809079,4995,0
671110566,-0.0050126123,0.004839828,0.0020674632,4995,0,-0.06296473,0.36511078,-9.8288145,4995,0
671115561,-0.0042652097,0.0029432566,0.002829446,4995,0,-0.0742048,0.34303162,-9.842276,4995,0
671120555,-0.002659776,0.0030864559,0.002435118,4994,0,-0.055541027,0.35270438,-9.823271,4994,0
671125550,-0.0056512216,0.004124982,0.0027523849,4995,0,-0.054918654,0.34219763,-9.835735,4995,0
671130556,-0.0042514093,0.005683475,0.002080453,5006,0,-0.07261675,0.36977518,-9.8477745,5006,0
671135539,-0.003628231,0.0022904447,0.003368716,4983,0,-0.069395356,0.3538193,-9.816713,4983,0
671140534,-0.005341668,0.0045551285,0.0038048709,4995,0,-0.045156408,0.3622983,-9.829465,4995,0
671145529,-0.004166798,0.003034304,0.003644524,4995,0,-0.05627399,0.36365643,-9.846862,4995,0
671150523,-0.004020772,0.0047840676,0.0029537336,4994,0,-0.07404925,0.37011617,-9.825019,4994,0
671155518,-0.0023859972,0.0026731282,0.002762341,4995,0,-0.06163482,0.3619617,-9.86204,4995,0
671160513,-0.0053363405,0.0047558746,0.0027522251,4995,0,-0.06707558,0.35737613,-9.8597765,4995,0
671165508,-0.0040820437,0.0036837764,0.0031374814,4995,0,-0.06025093,0.3720219,-9.81675,4995,0
671170502,-0.0046470785,0.0036086997,0.0011474685,4994,0,-0.0377424,0.37690723,-9.822575,4994,0
671175497,-0.0056638177,0.0018259533,0.0037667267,4995,0,-0.067337625,0.30334207,-9.834799,4995,0
671180492,0.0061437185,-0.00038193652,-0.007869623,4995,0,0.18434626,0.66876334,-9.817439,4995,0
671185487,-0.020666452,0.016539522,0.013697225,4995,0,-0.41335678,0.14318882,-9.777696,4995,0
671190481,0.0013872603,0.003785843,0.014529719,4994,0,0.09197037,0.071474634,-9.896813,4994,0
671195476,0.01267271,-0.018680736,0.0079761995,4995,0,-0.10528591,0.8315693,-9.806195,4995,0
671200471,-0.030792408,0.0244438,0.007579,4995,0,-0.0183136,0.18798374,-9.859469,4995,0
671205465,0.015672654,0.008956519,0.007944282,4994,0,-0.26949832,0.41037402,-9.91581,4994,0
671210460,-0.004929977,-0.009282436,0.0023658692,4995,0,0.20226927,0.36920214,-9.817451,4995,0
671215455,-0.008369968,0.005442343,-0.010139668,4995,0,-0.069796935,0.19323234,-9.65512,4995,0
