timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
582565549,-0.92742,0.0012147365,0.06262663,0.3687393,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
582570557,-0.9274205,0.00121141,0.062627226,0.3687378,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
582615662,-0.9274219,0.0012146751,0.062628075,0.36873403,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
582665811,-0.9274269,0.0012130387,0.06263489,0.3687205,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
582720905,-0.9274334,0.0012078517,0.062633514,0.36870462,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
582766011,-0.92743486,0.001207615,0.06263793,0.36870012,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
582816126,-0.9274323,0.0012120262,0.06263228,0.36870715,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
582866242,-0.9274271,0.0012044193,0.06263034,0.36872068,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
582916358,-0.9274254,0.0011934347,0.06261393,0.36872774,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
582966474,-0.9274204,0.0011843689,0.062613264,0.36874062,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
583016590,-0.92741525,0.0011832224,0.062601976,0.36875567,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
583066708,-0.9274082,0.0011901609,0.062605955,0.36877254,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
583116830,-0.92740834,0.0011869478,0.06260193,0.368773,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
583166938,-0.92740273,0.0011790635,0.06259707,0.36878797,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
583217075,-0.92740095,0.0011667958,0.06258679,0.368794,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
583267170,-0.92739344,0.0011623647,0.06259627,0.3688113,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
583317286,-0.9273905,0.0011600184,0.062604465,0.36881736,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
583367402,-0.92738605,0.0011601553,0.062601335,0.36882904,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
583417520,-0.927383,0.0011507882,0.062607706,0.3688356,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
583467635,-0.9273746,0.0011523193,0.06261395,0.36885586,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
583517751,-0.92737305,0.0011559393,0.062612124,0.36886016,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
583567867,-0.9273665,0.0011373466,0.062610336,0.36887679,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
583617996,-0.9273584,0.001139411,0.06262022,0.3688954,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
583668099,-0.92735195,0.0011426425,0.06262192,0.36891124,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
583718215,-0.9273472,0.0011338459,0.06262161,0.3689233,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
583768331,-0.92734027,0.0011205445,0.06263666,0.36893833,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
583818447,-0.9273363,0.0011113036,0.062635124,0.3689485,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
583868563,-0.9273325,0.0010848796,0.06263532,0.36895823,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
583913668,-0.92732507,0.001080954,0.062627316,0.36897835,0.9999839,-1.0888689e-08,-7.530334e-10,-0.0056762816,3
