timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
16669341,16668706,-0.22390015,0.008415397,-0.01299537,0.9744892,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
16674313,16673696,-0.22390105,0.008413339,-0.012995009,0.974489,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
16719258,16718639,-0.22389029,0.00841629,-0.012999823,0.9744914,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
16769215,16768577,-0.22386377,0.008411181,-0.013002139,0.97449744,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
16819119,16818515,-0.22382915,0.0084023895,-0.01300689,0.9745054,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
16869072,16868453,-0.22378753,0.008388719,-0.013008803,0.9745151,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
16919018,16918393,-0.22398801,0.008400666,-0.013048854,0.9744684,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
16968948,16968334,-0.2234988,0.008306953,-0.013085662,0.97458106,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
17018864,17018265,-0.2235705,0.008150102,-0.013285562,0.9745632,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
17068801,17068203,-0.22567436,0.008159526,-0.014710101,0.9740576,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
17118748,17118144,-0.22767307,0.0077808024,-0.019836403,0.9735045,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
17168750,17168088,-0.22797494,0.0062193773,-0.028728869,0.97322327,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
17218625,17218020,-0.22833838,0.0029692845,-0.0412206,0.9727043,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
17268577,17267955,-0.22976969,-0.0018318159,-0.05994418,0.9713955,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
17318500,17317895,-0.2329445,-0.007914425,-0.08667063,0.9685878,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
17368568,17367830,-0.2378599,-0.004490417,-0.10525316,0.96556944,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
17418399,17417768,-0.23826027,0.010808572,-0.10973207,0.9649219,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
17468297,17467704,-0.23672634,0.022289433,-0.11941883,0.9639518,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
17518223,17517642,-0.23669644,0.017559623,-0.12154067,0.96379167,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
17573195,17572574,-0.23805723,0.016902104,-0.1161512,0.9641327,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
17618101,17617518,-0.23717771,0.018418973,-0.1190472,0.9639686,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
17668052,17667467,-0.23772067,0.018304443,-0.12076214,0.9636236,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
17717980,17717395,-0.23804212,0.01798783,-0.118852034,0.9637877,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
17767992,17767338,-0.23789106,0.018352123,-0.12020699,0.96365,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
17817854,17817270,-0.23826756,0.018039983,-0.11938399,0.9636652,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
17867852,17867207,-0.23837794,0.018388644,-0.12005883,0.9635475,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
17922733,17922139,-0.23848346,0.01796051,-0.12016196,0.96351665,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
17967720,17967087,-0.23860353,0.018113082,-0.12003704,0.96349955,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
18017633,18017022,-0.23875444,0.018053249,-0.11943716,0.9635378,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
18067555,18066959,-0.23877646,0.018322427,-0.12009157,0.96344596,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
18122527,18121900,-0.23912697,0.018327145,-0.11996079,0.9633753,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
18167561,18166835,-0.23937353,0.018038034,-0.12049702,0.9632525,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
18217380,18216773,-0.23922841,0.01825523,-0.12148871,0.9631599,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
18272291,18271705,-0.23929304,0.018197158,-0.121307,0.96316785,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
18322246,18321643,-0.23982753,0.018339267,-0.12156379,0.9629999,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
18367188,18366587,-0.23922633,0.018637514,-0.12267495,0.96300274,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
18417120,18416526,-0.23935571,0.018355379,-0.12208999,0.9630503,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
18472053,18471457,-0.23970987,0.018425532,-0.12175745,0.96300304,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
18516985,18516402,-0.23984955,0.018312668,-0.12200117,0.9629396,0.9999918,1.523254e-09,4.2017084e-10,0.0040718648,3
