timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
94857488,0.17052211,0.025608884,0.03492897,0.9844016,0.9993936,-4.546209e-09,3.6739383e-09,-0.03482263,3
94862498,0.1705198,0.025609784,0.034931064,0.9844018,0.9993936,-4.546209e-09,3.6739383e-09,-0.03482263,3
94907602,0.17052677,0.025622627,0.034932777,0.9844002,0.9993936,-4.546209e-09,3.6739383e-09,-0.03482263,3
94957719,0.17051381,0.025629107,0.034946267,0.9844018,0.9993936,-4.546209e-09,3.6739383e-09,-0.03482263,3
95007834,0.17050369,0.025631022,0.034946818,0.9844036,0.9993936,-4.546209e-09,3.6739383e-09,-0.03482263,3
95057950,0.17050144,0.025646573,0.03494434,0.9844036,0.9993936,-4.546209e-09,3.6739383e-09,-0.03482263,3
95108099,0.1704915,0.02564408,0.034940183,0.9844055,0.9993936,-4.546209e-09,3.6739383e-09,-0.03482263,3
95158183,0.17050028,0.025660902,0.03495169,0.98440313,0.9993936,-4.546209e-09,3.6739383e-09,-0.03482263,3
95208297,0.17050402,0.02565231,0.034948576,0.9844029,0.9993936,-4.546209e-09,3.6739383e-09,-0.03482263,3
95258413,0.1704958,0.025648437,0.03495222,0.98440427,0.9993936,-4.546209e-09,3.6739383e-09,-0.03482263,3
95308528,0.17049132,0.025646277,0.03495772,0.98440486,0.9993936,-4.546209e-09,3.6739383e-09,-0.03482263,3
95358648,0.1704936,0.025656085,0.034949724,0.9844045,0.9993936,-4.546209e-09,3.6739383e-09,-0.03482263,3
95408764,0.17049034,0.025657143,0.03495795,0.98440474,0.9993936,-4.546209e-09,3.6739383e-09,-0.03482263,3
95458883,0.17049602,0.025661543,0.03496669,0.98440343,0.9993936,-4.546209e-09,3.6739383e-09,-0.03482263,3
95508992,0.1704908,0.025664367,0.034968507,0.98440415,0.9993936,-4.546209e-09,3.6739383e-09,-0.03482263,3
95559108,0.17049022,0.02569044,0.034969013,0.9844035,0.9993936,-4.546209e-09,3.6739383e-09,-0.03482263,3
95609224,0.17049176,0.025705189,0.034971815,0.9844028,0.9993936,-4.546209e-09,3.6739383e-09,-0.03482263,3
