timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
240355906,240355283,0.08570902,0.0013328708,-0.07039293,0.99382955,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
240410827,240410228,0.08570631,0.0013412344,-0.070390284,0.9938299,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
240460781,240460181,0.08569869,0.0013349399,-0.07040588,0.9938294,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
240510763,240510135,0.085708335,0.0013224091,-0.07041626,0.99382794,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
240555708,240555095,0.08576413,0.0013324133,-0.07044902,0.9938208,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
240610698,240610049,0.087284304,0.0015444874,-0.07023607,0.99370325,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
240660610,240659993,0.087993525,0.0022999146,-0.06909905,0.99371886,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
240710575,240709947,0.0884707,0.0042557004,-0.06622327,0.9938659,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
240760516,240759903,0.08858013,0.0069786455,-0.060472384,0.9942072,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
240810475,240809858,0.088959835,0.010344107,-0.05155761,0.9946462,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
240860413,240859806,0.08967764,0.015195532,-0.038541015,0.9951089,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
240905452,240904764,0.09015942,0.020667238,-0.023293661,0.99544036,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
240960315,240959712,0.090817146,0.027483484,-7.6293756e-05,0.99548835,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
241010280,241009666,0.09170113,0.032315817,0.025658784,0.99493134,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
241060223,241059619,0.09319392,0.03588789,0.057088956,0.9933619,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
241110180,241109572,0.09505187,0.038635388,0.094351776,0.9902375,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
241160120,241159524,0.09697816,0.037493832,0.12226301,0.98703665,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
241210065,241209481,0.09796392,0.037363913,0.1164955,0.9876415,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
241260037,241259434,0.097183794,0.040771455,0.10215588,0.98916996,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
241309990,241309406,0.09642228,0.043251235,0.097601175,0.989599,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
241359920,241359336,0.097065724,0.04239134,0.102180816,0.9891109,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
241409890,241409295,0.09775416,0.0392143,0.11136808,0.98818195,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
241459825,241459242,0.09788888,0.038768705,0.112946264,0.988007,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
