timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
18629589,18628969,-0.31592882,0.045101102,-0.07446144,0.94478065,0.99972475,4.70954e-09,1.340375e-09,0.02346198,2
18684536,18683916,-0.3158915,0.04510214,-0.07449734,0.94479024,0.99972475,4.70954e-09,1.340375e-09,0.02346198,2
18729485,18728871,-0.31586432,0.04509563,-0.07447309,0.94480157,0.99972475,4.70954e-09,1.340375e-09,0.02346198,2
18784444,18783819,-0.31583342,0.045099042,-0.07445816,0.94481295,0.99972475,4.70954e-09,1.340375e-09,0.02346198,2
18834518,18833772,-0.3158349,0.045087848,-0.07449657,0.94480985,0.99972475,4.70954e-09,1.340375e-09,0.02346198,2
18884353,18883725,-0.31611156,0.04507811,-0.07452635,0.9447155,0.99972475,4.70954e-09,1.340375e-09,0.02346198,2
18929288,18928683,-0.31600806,0.04508795,-0.074440785,0.94475645,0.99972475,4.70954e-09,1.340375e-09,0.02346198,2
18984240,18983631,-0.31550214,0.04513797,-0.07435918,0.94492954,0.99972475,4.70954e-09,1.340375e-09,0.02346198,2
19034349,19033584,-0.3157857,0.045266055,-0.0747889,0.94479465,0.99972475,4.70954e-09,1.340375e-09,0.02346198,2
19079157,19078542,-0.31576088,0.045443885,-0.075326726,0.9447518,0.99972475,4.70954e-09,1.340375e-09,0.02346198,2
19134261,19133490,-0.3157643,0.045556586,-0.07555504,0.944727,0.99972475,4.70954e-09,1.340375e-09,0.02346198,2
19184052,19183443,-0.31579697,0.045613654,-0.075429626,0.9447233,0.99972475,4.70954e-09,1.340375e-09,0.02346198,2
19234178,19233396,-0.31563348,0.045809075,-0.076257795,0.944702,0.99972475,4.70954e-09,1.340375e-09,0.02346198,2
19278980,19278353,-0.31545034,0.04582512,-0.0781985,0.9446037,0.99972475,4.70954e-09,1.340375e-09,0.02346198,2
