timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
65663128,65662503,-0.13223025,0.026165351,-0.10915336,0.98484325,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
65713059,65712451,-0.13223791,0.026163386,-0.10917519,0.98483986,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
65763028,65762403,-0.13226536,0.02615143,-0.109178394,0.9848361,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
65812965,65812354,-0.1322855,0.026150642,-0.10916304,0.98483515,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
65862909,65862306,-0.13225931,0.026143532,-0.109171234,0.9848379,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
65912863,65912258,-0.13066596,0.026709855,-0.10927221,0.98502415,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
65962812,65962210,-0.13057391,0.027565382,-0.10856438,0.9850911,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
66012778,66012165,-0.13064668,0.028981814,-0.10574644,0.9853473,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
66067858,66067109,-0.13031743,0.032503147,-0.10092885,0.9857862,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
66112694,66112068,-0.13007022,0.036620166,-0.09477784,0.98628485,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
66162650,66162021,-0.1299552,0.04285639,-0.08376284,0.9870455,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
66212593,66211972,-0.12992394,0.04995294,-0.068723455,0.9878773,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
66262591,66261922,-0.1299625,0.055082962,-0.050791565,0.98868394,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
66312520,66311873,-0.12977564,0.055265173,-0.029891832,0.98955065,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
66362451,66361825,-0.1286385,0.05018034,-0.0058952537,0.9904036,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
66417393,66416772,-0.12604438,0.0419476,0.025653498,0.9908054,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
66462311,66461727,-0.12273505,0.03549878,0.056427516,0.9901979,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
66512262,66511679,-0.11896195,0.029367067,0.095899284,0.9878204,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
66562220,66561631,-0.115439385,0.016535508,0.12967785,0.9846746,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
66617179,66616578,-0.113306135,0.009566664,0.13392694,0.984446,0.9999963,-6.88926e-10,3.379368e-10,-0.0027132297,3
