timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
211738688,0.24838573,0.008954837,-0.030251713,0.9681473,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
211743752,0.24838582,0.00895541,-0.030248344,0.9681474,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
211793817,0.24838452,0.008962596,-0.030236753,0.968148,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
211843943,0.24839835,0.008967978,-0.030240638,0.9681443,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
211889039,0.24840887,0.008970388,-0.030236512,0.96814173,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
211939156,0.24841213,0.008967997,-0.030234873,0.96814096,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
211994288,0.24841355,0.008976923,-0.03023977,0.96814036,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
212039390,0.24841116,0.008975196,-0.030238373,0.9681411,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
212089508,0.24840434,0.008972638,-0.030234559,0.968143,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
212144636,0.24839029,0.008959302,-0.030235758,0.9681467,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
212189742,0.24837571,0.00894685,-0.03024281,0.96815026,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
212239859,0.24836095,0.008948254,-0.030250618,0.96815383,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
212289976,0.24834397,0.00895534,-0.030254902,0.96815795,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
212345104,0.24831255,0.008960537,-0.030259022,0.9681658,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
212390210,0.24830505,0.008963263,-0.030261893,0.9681676,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
212440327,0.24828427,0.008960459,-0.030253934,0.9681732,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
212495456,0.24827775,0.008958309,-0.030255118,0.9681749,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
212540561,0.24825884,0.008945537,-0.030263117,0.9681796,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
212590687,0.2482574,0.008942788,-0.030274192,0.9681797,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
212640795,0.2482568,0.008947422,-0.030279044,0.96817964,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
212690912,0.24824376,0.008950264,-0.030281115,0.96818286,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
212746079,0.24823244,0.0089431945,-0.030276984,0.968186,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
212791147,0.24822372,0.008938624,-0.030275343,0.9681883,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
212841264,0.24821316,0.008940243,-0.030265998,0.96819127,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
212891381,0.248211,0.008942809,-0.030267324,0.96819174,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
212941498,0.24819222,0.008944078,-0.030265586,0.9681966,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
212991615,0.24816866,0.008945115,-0.030282224,0.9682021,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
213041744,0.24815847,0.008934264,-0.030283112,0.96820486,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
