timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
58936648,0.5054993,-0.01620784,-0.0053857905,0.862658,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
58941662,0.5054975,-0.0162071,-0.0053848512,0.8626591,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
58986807,0.5054928,-0.016205387,-0.005385368,0.86266184,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
59036872,0.505496,-0.016211435,-0.005396311,0.8626599,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
59086986,0.50550485,-0.01621793,-0.0053958492,0.86265445,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
59137099,0.5055162,-0.016229931,-0.0054111984,0.86264753,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
59187213,0.50552624,-0.016247028,-0.005411222,0.86264133,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
59237327,0.5055317,-0.016245486,-0.005400163,0.86263824,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
59287440,0.5055216,-0.016255576,-0.005390487,0.862644,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
59337554,0.5055091,-0.016256776,-0.005388163,0.8626513,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
59387667,0.5054971,-0.016264029,-0.0053989976,0.8626581,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
59437781,0.5054816,-0.016265312,-0.005412829,0.8626671,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
59487895,0.5054505,-0.01627153,-0.0054191723,0.86268514,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
59538010,0.50541794,-0.016273594,-0.005403565,0.86270434,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
59588122,0.505383,-0.016269105,-0.005395247,0.862725,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
59638235,0.5053548,-0.016273225,-0.005385854,0.8627415,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
59688349,0.5053231,-0.016272707,-0.0053759622,0.86276007,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
59738463,0.5052892,-0.016281966,-0.005378403,0.8627797,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
59788577,0.50526464,-0.016286401,-0.0053829923,0.862794,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
59838690,0.50524265,-0.01628234,-0.0053984267,0.8628069,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
59883792,0.5052247,-0.01628554,-0.0053865877,0.8628174,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
59943930,0.50518954,-0.016288253,-0.0053861067,0.8628379,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
59989073,0.5051681,-0.016287506,-0.005376308,0.86285055,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
60039146,0.5051368,-0.016280638,-0.0053585093,0.8628691,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
60089258,0.50511813,-0.01627834,-0.0053702923,0.86287993,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
60139371,0.5050901,-0.016272321,-0.0053833146,0.8628965,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
60189485,0.50506496,-0.016270284,-0.005399136,0.8629111,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
60234588,0.5050327,-0.016281238,-0.0053930855,0.86292976,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
60289713,0.50501084,-0.016279591,-0.0053829867,0.86294276,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
60339826,0.5049915,-0.016286936,-0.0053721424,0.86295396,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
60384929,0.5049517,-0.016288979,-0.0053722267,0.8629772,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
60440063,0.50491595,-0.016280334,-0.005375493,0.8629982,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
60490167,0.50488496,-0.016275031,-0.0053616706,0.8630166,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
60535270,0.5048713,-0.016274624,-0.0053636697,0.8630246,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
60585383,0.50484306,-0.016286578,-0.0053442423,0.86304104,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
60640508,0.5048028,-0.016286062,-0.0053473944,0.86306447,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
60685610,0.50478154,-0.016282769,-0.0053547253,0.8630769,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
60735724,0.5047469,-0.016283372,-0.005360548,0.8630972,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
60790849,0.50472575,-0.016273355,-0.005379831,0.86310965,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
60835952,0.5046993,-0.016268665,-0.005381264,0.8631251,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
60886066,0.50468004,-0.016273806,-0.005386838,0.86313635,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
60936180,0.5046459,-0.016275752,-0.0053802053,0.8631563,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
60986340,0.5046167,-0.01628117,-0.005385271,0.8631732,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
61036408,0.50458634,-0.016290396,-0.0053733685,0.8631909,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
61086520,0.50456506,-0.016290443,-0.0053758053,0.86320335,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
61141645,0.50453913,-0.016296936,-0.005363047,0.8632184,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
61186747,0.5045113,-0.016292024,-0.0053596925,0.8632348,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
61236861,0.5044826,-0.01627974,-0.0053485953,0.86325186,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
61286975,0.5044696,-0.016271286,-0.005338999,0.8632596,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
61337088,0.50445056,-0.01627544,-0.005364896,0.8632705,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
61387202,0.5044212,-0.016280737,-0.005373207,0.86328757,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
61437316,0.5043942,-0.01627919,-0.0053765946,0.86330336,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
61487431,0.5043789,-0.016284745,-0.005384978,0.86331207,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
61537543,0.5043611,-0.01629977,-0.0053906934,0.86332226,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
61587657,0.504329,-0.016305013,-0.005395939,0.86334074,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
61637770,0.5043113,-0.01630226,-0.0054050083,0.8633511,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
61687888,0.5042907,-0.016298095,-0.0054119434,0.86336315,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
61737998,0.5042721,-0.016304078,-0.0054260967,0.86337394,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
61788111,0.5042437,-0.01630612,-0.0054286825,0.86339045,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
