timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
63449733,0.89732325,-0.0028547982,-0.019297466,-0.44094253,0.99999976,7.2878115e-10,1.6229676e-09,0.00074926147,3
63454749,0.89732045,-0.0028677874,-0.01930371,-0.44094822,0.99999976,7.2878115e-10,1.6229676e-09,0.00074926147,3
63499852,0.89729637,-0.002987015,-0.019331692,-0.440995,0.99999976,7.2878115e-10,1.6229676e-09,0.00074926147,3
63549975,0.8973213,-0.002953998,-0.01932203,-0.44094506,0.99999976,7.2878115e-10,1.6229676e-09,0.00074926147,3
63600099,0.89736235,-0.0027291472,-0.019268889,-0.44086528,0.99999976,7.2878115e-10,1.6229676e-09,0.00074926147,3
63650224,0.8973648,-0.0025537098,-0.01922368,-0.44086322,0.99999976,7.2878115e-10,1.6229676e-09,0.00074926147,3
63700346,0.89736736,-0.0025283934,-0.019208562,-0.4408589,0.99999976,7.2878115e-10,1.6229676e-09,0.00074926147,3
63750525,0.8973709,-0.0026541327,-0.019227508,-0.4408502,0.99999976,7.2878115e-10,1.6229676e-09,0.00074926147,3
63800595,0.89736915,-0.0027282576,-0.01923736,-0.4408528,0.99999976,7.2878115e-10,1.6229676e-09,0.00074926147,3
63850718,0.8973465,-0.0026487587,-0.019207148,-0.44090047,0.99999976,7.2878115e-10,1.6229676e-09,0.00074926147,3
63900842,0.8973238,-0.0025920586,-0.0191706,-0.44094887,0.99999976,7.2878115e-10,1.6229676e-09,0.00074926147,3
63950966,0.89732003,-0.0026152907,-0.01918405,-0.4409556,0.99999976,7.2878115e-10,1.6229676e-09,0.00074926147,3
64001090,0.8973197,-0.0026910326,-0.019194989,-0.44095537,0.99999976,7.2878115e-10,1.6229676e-09,0.00074926147,3
64051214,0.89728683,-0.0026719694,-0.01919822,-0.4410222,0.99999976,7.2878115e-10,1.6229676e-09,0.00074926147,3
64101340,0.8972407,-0.0026706555,-0.0191752,-0.4411172,0.99999976,7.2878115e-10,1.6229676e-09,0.00074926147,3
64151462,0.8972139,-0.0027468526,-0.019200522,-0.44117028,0.99999976,7.2878115e-10,1.6229676e-09,0.00074926147,3
64201586,0.8971977,-0.002902986,-0.019234626,-0.44120076,0.99999976,7.2878115e-10,1.6229676e-09,0.00074926147,3
64251711,0.89716065,-0.0029872505,-0.019276027,-0.4412736,0.99999976,7.2878115e-10,1.6229676e-09,0.00074926147,3
64301834,0.89710987,-0.003048103,-0.019279338,-0.4413763,0.99999976,7.2878115e-10,1.6229676e-09,0.00074926147,3
64351958,0.8971015,-0.0030322934,-0.019290099,-0.44139293,0.99999976,7.2878115e-10,1.6229676e-09,0.00074926147,3
64402082,0.8971045,-0.0030351281,-0.01928025,-0.4413873,0.99999976,7.2878115e-10,1.6229676e-09,0.00074926147,3
64452206,0.89709634,-0.0030273895,-0.01927701,-0.44140416,0.99999976,7.2878115e-10,1.6229676e-09,0.00074926147,3
64502330,0.8970945,-0.002924874,-0.019236682,-0.4414104,0.99999976,7.2878115e-10,1.6229676e-09,0.00074926147,3
