timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
278139429,0.19305336,0.006096645,-0.012482656,0.98108995,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
278144438,0.19304937,0.006095461,-0.012486748,0.98109066,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
278189544,0.19298497,0.006105365,-0.012483269,0.9811033,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
278244674,0.19289146,0.0060903067,-0.012486374,0.9811217,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
278294791,0.1928049,0.0060927165,-0.012460021,0.9811391,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
278339897,0.1927236,0.0060602883,-0.012458056,0.9811553,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
278390015,0.19263314,0.0060615707,-0.012445532,0.9811733,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
278445149,0.19252898,0.006060986,-0.012469994,0.98119336,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
278490267,0.19246253,0.0060820333,-0.012496407,0.98120594,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
278540372,0.19238548,0.0060803704,-0.012503591,0.981221,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
278590487,0.19228956,0.006078812,-0.012496304,0.9812399,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
278645616,0.19219887,0.006062128,-0.012491454,0.98125774,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
278690724,0.19213966,0.0060610157,-0.012491698,0.9812695,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
278740841,0.1920668,0.0060735475,-0.012508818,0.9812833,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
278795970,0.19197388,0.0060717906,-0.012539603,0.9813012,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
278841076,0.1919002,0.00607752,-0.012529269,0.9813157,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
278891194,0.19183028,0.0060771117,-0.012528471,0.9813293,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
278941312,0.19174396,0.0060996036,-0.012518936,0.9813462,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
278991431,0.19165374,0.0060932734,-0.012519053,0.9813639,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
279041548,0.19157252,0.00612814,-0.012525772,0.98137945,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
279091666,0.19149359,0.0061290865,-0.012545598,0.9813945,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
279141784,0.19140291,0.006143784,-0.012539904,0.98141223,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
279191902,0.19132747,0.006131818,-0.01255004,0.9814269,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
279242020,0.1912494,0.00612954,-0.012535943,0.98144233,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
279292139,0.19116516,0.0061276834,-0.012536138,0.9814588,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
279342263,0.19108182,0.006127012,-0.012533784,0.981475,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
279392374,0.19100119,0.0061190007,-0.012533595,0.98149073,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
279442492,0.19093081,0.006129585,-0.012540982,0.9815043,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
279492677,0.19085693,0.0061216857,-0.012530637,0.98151886,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
279542732,0.19078954,0.006117572,-0.012523379,0.9815321,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
279592846,0.19072476,0.0061129373,-0.012526673,0.9815446,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
279642976,0.1906565,0.0061176084,-0.012536049,0.9815577,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
279693082,0.19058886,0.0061259395,-0.012547528,0.98157066,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
279743200,0.1905114,0.006124641,-0.01256962,0.9815855,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
279793317,0.19043729,0.0061326963,-0.012566296,0.98159987,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
279843436,0.19037518,0.0061341994,-0.012553816,0.98161197,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
279893554,0.19029306,0.006127906,-0.012547414,0.981628,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
279943672,0.1902095,0.006114356,-0.012564171,0.98164415,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
279988778,0.19013526,0.006129836,-0.012563308,0.98165846,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
280043927,0.19005284,0.006129605,-0.012575528,0.9816742,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
280094026,0.18999204,0.006135246,-0.01257416,0.981686,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
280139132,0.18992257,0.0061209,-0.01256961,0.9816995,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
280194262,0.18984807,0.006111428,-0.012558122,0.9817142,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
280244380,0.18978287,0.0061057247,-0.012564077,0.9817267,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
280289486,0.18973023,0.0061194203,-0.012570452,0.9817367,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
280339604,0.18965559,0.0061134044,-0.0125871,0.98175097,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
280394739,0.1895866,0.006105568,-0.012582333,0.9817644,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
280439840,0.18951826,0.0060888487,-0.012573098,0.9817779,0.9999998,9.0617325e-10,6.517217e-10,-0.0005886721,3
