timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
1635582130,0.86234206,0.0015502153,-0.0026456679,-0.5063171,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1635587134,0.862338,0.0015604463,-0.0026432083,-0.5063237,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1635632243,0.86231303,0.0016510568,-0.0026386061,-0.5063661,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1635682375,0.862323,0.0016632082,-0.0026312913,-0.50634915,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1635732506,0.86232865,0.0015853104,-0.0026466735,-0.50633967,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1635782640,0.86230004,0.0014945533,-0.0026492055,-0.50638866,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1635832769,0.8622955,0.0015233483,-0.0026318314,-0.50639635,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1635882901,0.86230004,0.0016633528,-0.0026020852,-0.5063884,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1635933032,0.8622769,0.0016766508,-0.002602324,-0.50642765,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1635983164,0.8622411,0.0015014888,-0.0026293015,-0.50648904,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1636033296,0.8622482,0.0014119393,-0.0026405226,-0.5064773,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1636083428,0.8622592,0.0014737246,-0.0026199117,-0.5064585,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1636133559,0.86222726,0.0016627528,-0.0025843096,-0.5065125,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1636183691,0.8621962,0.0017132029,-0.0025808031,-0.5065652,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1636233825,0.8621931,0.0015920042,-0.0025943378,-0.50657064,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1636283954,0.862197,0.0014281428,-0.0026380327,-0.5065644,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1636329073,0.86217546,0.0014562606,-0.0026187517,-0.50660086,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1636384218,0.86216205,0.001641645,-0.0025791281,-0.5066235,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1636434350,0.8621604,0.0017641976,-0.002561336,-0.50662607,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1636479471,0.862141,0.0016445933,-0.0025753747,-0.5066594,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1636534615,0.8621159,0.0014176765,-0.002595609,-0.50670254,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1636584745,0.86210823,0.0013976095,-0.002598879,-0.50671566,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1636629863,0.8621102,0.0015641884,-0.002566067,-0.506712,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1636679995,0.8620826,0.0017286477,-0.0025307212,-0.5067585,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1636735140,0.86205214,0.0016471683,-0.0025323268,-0.50681067,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1636780258,0.86204666,0.0014558025,-0.0025594744,-0.50682026,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1636830390,0.86205095,0.0013653187,-0.002562089,-0.5068134,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1636885535,0.8620302,0.0015716517,-0.002512803,-0.5068483,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1636930654,0.86200404,0.0017485797,-0.002480729,-0.5068923,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1636980792,0.86198556,0.001712316,-0.002488574,-0.50692385,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1637030917,0.8619814,0.0014845605,-0.0025064417,-0.5069317,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1637081089,0.86196333,0.0013567691,-0.0025311017,-0.50696266,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1637131181,0.86194617,0.0014873691,-0.0024941906,-0.5069915,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1637181312,0.86193097,0.001709267,-0.0024597081,-0.50701684,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1637231444,0.861917,0.0017228409,-0.0024695885,-0.5070404,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1637281578,0.8619008,0.0015039522,-0.0024892865,-0.50706863,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1637331707,0.861885,0.0013641561,-0.0024997836,-0.50709593,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1637381840,0.86188096,0.0014487293,-0.002477685,-0.5071025,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1637431971,0.86186373,0.0016790994,-0.0024453548,-0.5071314,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1637482156,0.86184263,0.001675215,-0.002443988,-0.5071673,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1637532234,0.8618383,0.0015014737,-0.002472219,-0.5071749,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1637582368,0.861838,0.0013683118,-0.002480674,-0.5071758,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1637632498,0.8618133,0.001496986,-0.0024651925,-0.50721735,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1637682630,0.8617705,0.001662291,-0.002427023,-0.50728995,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1637732761,0.86174524,0.0016302577,-0.002437858,-0.5073326,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1637782893,0.86175454,0.001426202,-0.0024649524,-0.5073176,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1637833021,0.8617473,0.0013528287,-0.0024648553,-0.5073298,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1637883156,0.86171603,0.0015068082,-0.002446974,-0.50738287,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1637933289,0.86168665,0.0016597866,-0.0024244257,-0.5074324,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1637983420,0.861685,0.0016170511,-0.0024329897,-0.5074354,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1638033552,0.86168337,0.0014192458,-0.0024509956,-0.50743854,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1638078670,0.8616655,0.0013628767,-0.002471056,-0.50746906,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1638133816,0.861654,0.0015033388,-0.0024392707,-0.50748825,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1638183947,0.8616363,0.0016493676,-0.0024356854,-0.50751764,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1638229066,0.8616266,0.0015678351,-0.0024425096,-0.50753444,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1638284211,0.86162096,0.0013949303,-0.002467434,-0.50754446,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1638334343,0.86161906,0.0013775902,-0.0024600183,-0.50754774,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1638379497,0.8615949,0.001500852,-0.0024433543,-0.5075885,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1638429593,0.8615765,0.0016165272,-0.0024249882,-0.5076193,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1638484741,0.8615663,0.0015656825,-0.0024515872,-0.5076368,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1638529857,0.86155444,0.0014306434,-0.0024391166,-0.5076573,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1638579988,0.86153555,0.0013849052,-0.0024272767,-0.5076896,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1638635133,0.86151606,0.00152928,-0.0023889227,-0.50772244,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1638680251,0.8614984,0.0016404613,-0.0023705924,-0.5077521,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1638730383,0.86148065,0.0015821415,-0.0023821006,-0.5077825,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1638780515,0.8614744,0.001415588,-0.0023912801,-0.5077935,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1638835660,0.8614658,0.0013964066,-0.002387315,-0.50780797,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1638880778,0.8614474,0.0015202672,-0.002361062,-0.50783914,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1638930910,0.86141795,0.0016350191,-0.0023440286,-0.50788873,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1638986055,0.86142015,0.0015433511,-0.0023571758,-0.5078853,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1639031170,0.8614163,0.0014252862,-0.0023917386,-0.50789195,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1639081306,0.8614221,0.001350423,-0.0023854328,-0.5078823,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1639131437,0.86141926,0.0014679674,-0.0023534452,-0.5078871,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1639181569,0.861336,0.0015376585,-0.0023790037,-0.508028,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1639231700,0.86128104,0.0015002842,-0.0023320375,-0.5081214,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1639281833,0.8614693,0.0013352599,-0.0024085115,-0.50780237,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1639331985,0.8612982,0.0012408857,-0.0023746486,-0.50809276,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1639382116,0.86124223,0.0011957648,-0.0024347946,-0.50818753,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1639432228,0.86124146,0.0012292301,-0.002382751,-0.50818884,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1639482359,0.8613313,0.0010960955,-0.002419351,-0.508037,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1639532491,0.8612489,0.0010726791,-0.0024167947,-0.50817657,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1639582623,0.86115575,0.00084828667,-0.0024598155,-0.50833446,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1639632759,0.8611844,0.00062423927,-0.0024878322,-0.5082861,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
1639682890,0.8611818,0.00041467368,-0.0025502855,-0.5082906,0.99999714,9.626181e-09,-4.378339e-09,-0.0024024812,3
