timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
1686539788,1686539741,4325386,-0.0090547465,-0.005326322,-0.006391586,nan,0
1686540654,1686540606,4325386,0.010652644,0.014381069,0.012783172,nan,0
1687544206,1687544162,4325386,0.028762138,0.02929477,-0.04207794,nan,0
1688542775,1688542723,4325386,-0.006924218,0.020240022,0.036218986,nan,0
1689540325,1689540267,4325386,-0.011185275,-0.02237055,-0.04101268,nan,0
1690540860,1690540817,4325386,-0.00053263217,-0.009587379,-0.007989483,nan,0
1691543417,1691543373,4325386,0.015446333,0.00053263217,-0.035686355,nan,0
1692539965,1692539920,4325386,-0.037816886,0.028229505,-0.13156015,nan,0
1693540569,1693540523,4325386,-0.12676646,-0.09214537,0.018642126,nan,0
1694541115,1694541070,4325386,0.20240022,-0.042610575,0.3115898,nan,0
1695542664,1695542621,4325386,0.21678129,-0.2119876,0.1523328,nan,0
1696540166,1696540122,4325386,-0.8889631,-0.55713326,-0.16298544,nan,0
1697541748,1697541700,4325386,-0.35260248,-0.17683388,-0.50706583,nan,0
1698542368,1698542323,4325386,0.6056028,0.7494135,0.50067425,nan,0
1699539970,1699539921,4325386,1.9371833,-0.050067425,-0.35633093,nan,0
1700541365,1700541319,4325386,-0.19494337,0.5219795,0.30413297,nan,0
1701541969,1701541920,4325386,-1.7022924,-0.7446198,0.7403587,nan,0
1702542456,1702542413,4325386,-1.408812,-0.1837581,0.27537084,nan,0
1703540047,1703540003,4325386,-1.6138755,0.6306365,-0.16298544,nan,0
1704540550,1704540502,4325386,-1.1845739,1.0871023,-0.576308,nan,0
1705542103,1705542056,4325386,-0.114515916,-0.092677996,0.08841694,nan,0
1706539687,1706539642,4325386,1.7683388,0.38775623,0.030360034,nan,0
1707540228,1707540184,4325386,-0.28602347,0.088949576,-0.0745685,nan,0
1708541730,1708541686,4325386,0.52251214,-0.31052455,0.2631203,nan,0
1709542275,1709542228,4325386,-0.11984224,0.19547601,0.11717908,nan,0
1710539912,1710539861,4325386,0.31052455,-0.7605987,0.03462109,nan,0
1711541357,1711541312,4325386,0.08309062,0.12410329,-0.2945456,nan,0
1712542902,1712542855,4325386,0.63809335,0.20932445,-0.12410329,nan,0
1713539436,1713539391,4325386,-0.36378777,0.3179814,-0.44474787,nan,0
1714540990,1714540938,4325386,-0.19494337,0.22104235,-0.4058657,nan,0
1715541592,1715541547,4325386,-0.26844662,0.33715618,-0.12676646,nan,0
1716543067,1716543020,4325386,-0.107591696,-0.3046656,-0.15499596,nan,0
1717539601,1717539556,4325386,-0.22210762,-0.17470334,-0.35366777,nan,0
1718541142,1718541095,4325386,-0.5667206,-0.24607606,-0.20719391,nan,0
1719541712,1719541669,4325386,0.33129722,-0.57044905,0.005858954,nan,0
1720539220,1720539174,4325386,0.45380262,-0.18855178,0.011185275,nan,0
1721540952,1721540908,4325386,-0.09800432,-0.278034,0.28229505,nan,0
1722541303,1722541250,4325386,-0.19547601,0.5896238,-0.18908443,nan,0
1723542846,1723542797,4325386,0.77551246,0.24927185,-0.2801645,nan,0
1724540377,1724540327,4325386,0.87884307,0.298274,-0.005326322,nan,0
1725540901,1725540859,4325386,-0.036218986,-0.006391586,0.013315804,nan,0
1726542630,1726542580,4325386,0.006924218,0.038349517,-0.019174758,nan,0
1727538975,1727538929,4325386,-0.007989483,0.0074568503,-0.003195793,nan,0
1728540517,1728540469,4325386,0.011185275,0.025033712,0.0010652643,nan,0
1729541049,1729541003,4325386,-0.019707391,0.002663161,0.0037284251,nan,0
