timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
23809550,23809503,4325386,-0.005858954,-0.012783172,0.025033712,nan,0
23810623,23810574,4325386,0.040480044,0.006924218,0.00053263217,nan,0
24811813,24811767,4325386,0.039414782,0.014381069,-0.047936894,nan,0
25813091,25813034,4325386,0.018109493,0.020240022,0.0612527,nan,0
26810391,26810344,4325386,-0.033023193,-0.003195793,0.012783172,nan,0
27811663,27811616,4325386,-0.005858954,-0.00053263217,0.013848436,nan,0
28812095,28812045,4325386,0.007989483,0.020772655,-0.018109493,nan,0
29813153,29813107,4325386,-0.014381069,-0.012783172,0.0010652643,nan,0
30810466,30810418,4325386,-0.0015978965,0.019707391,0.007989483,nan,0
31811736,31811687,4325386,-0.035686355,0.0074568503,0.060720067,nan,0
32813001,32812957,4325386,-0.011717908,-0.05166532,0.036218986,nan,0
33810221,33810178,4325386,-0.023435816,0.022903183,-0.03728425,nan,0
34811490,34811447,4325386,-0.013848436,0.015446333,0.012783172,nan,0
