timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
211735679,211735630,4325386,-0.019174758,-0.015978966,0.015446333,nan,0
211736681,211736632,4325386,-0.0010652643,0.039414782,-0.015446333,nan,0
212741050,212741002,4325386,-0.042610575,-0.039947413,0.0074568503,nan,0
213738670,213738621,4325386,0.019174758,-0.030360034,-0.0090547465,nan,0
214736032,214735982,4325386,-0.0074568503,0.021305287,-0.038882148,nan,0
215736140,215736095,4325386,0.086819045,0.04101268,0.0910801,nan,0
216737511,216737465,4325386,-0.11291802,0.051132686,-0.07350324,nan,0
217738883,217738835,4325386,-0.06657902,0.11025486,0.0910801,nan,0
218736244,218736197,4325386,-0.084688514,-0.19813916,0.039414782,nan,0
219736610,219736564,4325386,-0.04207794,-0.0010652643,-0.08735167,nan,0
220738979,220738935,4325386,0.08788431,0.05592638,-0.08149272,nan,0
221735348,221735300,4325386,0.3478088,0.34354776,0.013848436,nan,0
222736714,222736669,4325386,-0.21571603,-0.078829564,-0.13156015,nan,0
223737084,223737039,4325386,0.10066748,0.012783172,0.07936219,nan,0
224738451,224738408,4325386,-0.069774814,-0.2284992,0.26578346,nan,0
225735824,225735775,4325386,0.2284992,0.30200243,0.21784656,nan,0
226737218,226737175,4325386,0.014381069,-0.20240022,-0.40000677,nan,0
227737665,227737618,4325386,-0.28176242,-0.12197277,-0.038882148,nan,0
228735976,228735927,4325386,0.6146575,0.42131203,0.3259709,nan,0
229736301,229736253,4325386,-0.42770362,0.65780073,0.040480044,nan,0
230737667,230737622,4325386,0.96885794,0.32863405,0.1789644,nan,0
231740088,231740042,4325386,-0.08309062,-0.08255798,-0.06924218,nan,0
232736453,232736407,4325386,-0.53209955,-0.37976673,-0.3307646,nan,0
233736780,233736734,4325386,-0.5624596,-1.0780475,-0.092677996,nan,0
234738151,234738102,4325386,0.010652644,-0.061785333,0.06444849,nan,0
235735560,235735515,4325386,0.009587379,0.0745685,-0.054861113,nan,0
236736930,236736884,4325386,-0.021305287,0.013315804,0.00053263217,nan,0
237738300,237738256,4325386,0.033555828,0.029827401,-0.010652644,nan,0
238738624,238738581,4325386,0.020240022,-0.0090547465,-0.032490563,nan,0
239736053,239735998,4325386,-0.038882148,0.028229505,0.018642126,nan,0
240737413,240737368,4325386,-0.027696872,-0.002663161,0.0021305287,nan,0
