timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
79026678,79026632,4325386,-0.021837918,0.023435816,0.016511597,nan,0
79027681,79027633,4325386,0.06924218,-0.010652644,-0.01704423,nan,0
80031153,80031109,4325386,-0.010120011,0.011185275,-0.011185275,nan,0
81026578,81026530,4325386,0.0042610574,0.03675162,0.006391586,nan,0
82027199,82027150,4325386,-0.078829564,-0.061785333,0.059654802,nan,0
83028473,83028428,4325386,-0.023435816,0.026631609,-0.0021305287,nan,0
84028919,84028876,4325386,0.07936219,-0.013848436,0.02237055,nan,0
85027376,85027323,4325386,-0.15978965,-0.08362325,0.052730586,nan,0
86027816,86027772,4325386,0.18482336,0.0612527,0.09853695,nan,0
87028291,87028241,4325386,-0.22956446,-0.14647384,-0.019707391,nan,0
88029721,88029668,4325386,0.10812433,-0.019174758,-0.06444849,nan,0
89027197,89027151,4325386,0.26471817,-0.12197277,-0.13688646,nan,0
90028610,90028560,4325386,-0.14700648,-0.18322547,0.10972223,nan,0
91029061,91029014,4325386,0.019707391,0.0047936896,-0.028762138,nan,0
92030636,92030590,4325386,0.34674355,0.13688646,0.24394554,nan,0
93028131,93028082,4325386,-0.40852886,-0.46818367,0.2087918,nan,0
94029392,94029346,4325386,-0.057524275,0.149137,0.13422331,nan,0
95029838,95029792,4325386,0.37390777,0.1209075,-0.30892667,nan,0
96027279,96027233,4325386,-0.07723167,0.046871632,-0.23062973,nan,0
97027941,97027895,4325386,-0.12942962,0.26258767,0.16245282,nan,0
98029180,98029130,4325386,-0.731304,0.113450654,-0.17789915,nan,0
99030620,99030574,4325386,-2.1150823,-0.10492854,-0.15339807,nan,0
100028078,100028021,4325386,-0.1043959,-0.70733553,0.08149272,nan,0
101028506,101028459,4325386,0.19600864,-0.04154531,0.3494067,nan,0
102029958,102029904,4325386,1.6836503,0.1422128,0.09640642,nan,0
103027389,103027345,4325386,-0.33555827,0.61305964,0.14434332,nan,0
104027833,104027790,4325386,-0.028762138,-0.17310545,0.3062635,nan,0
105029280,105029235,4325386,-0.27164242,-0.6279733,0.15286544,nan,0
106029777,106029725,4325386,-0.49747846,-0.44101945,-0.24660869,nan,0
107028170,107028122,4325386,0.16085492,0.47777104,-0.53849113,nan,0
108028787,108028741,4325386,-1.2245214,-0.42450783,0.11611381,nan,0
109030056,109030009,4325386,0.1422128,0.005858954,1.8642126,nan,0
110027521,110027475,4325386,1.3150688,2.8735507,-1.4679343,nan,0
111027938,111027888,4325386,-0.13954963,0.13528857,-0.006391586,nan,0
112029371,112029329,4325386,-0.025566343,-0.019707391,0.091612734,nan,0
113030815,113030770,4325386,-0.029827401,0.005858954,0.019707391,nan,0
114029253,114029208,4325386,-0.03408846,-0.015446333,0.028229505,nan,0
