timestamp,main_state
82225592,8
82730173,8
83236120,8
83745472,8
84252117,8
84758223,8
85265123,8
85773087,8
86279342,8
86786119,8
87292087,8
87800294,8
88310373,8
88816091,8
89323408,8
89830090,8
90336123,8
90842496,8
91349085,8
91855087,8
92297443,8
92808107,8
