timestamp,main_state_changes,main_state
1507788870,25,2
1508298947,25,2
1508800134,25,2
1509311147,25,2
1509820963,25,2
1510330944,25,2
1510830987,25,2
1511342192,25,2
1511851978,25,2
1512359943,25,2
1512870020,25,2
1513382703,25,2
1513892231,25,2
1514401988,25,2
1514913085,25,2
1515425304,25,2
1515934986,25,2
1516435212,25,2
1516944464,25,2
1517454070,25,2
1517964949,25,2
1518472987,25,2
1518974238,25,2
1519475705,25,2
1519986057,25,2
1520495996,25,2
1521004993,25,2
1521505945,25,2
1522015025,25,2
1522525031,25,2
1523036328,25,2
1523536340,25,2
1524046949,25,2
1524557157,25,2
1525066950,25,2
1525574943,25,2
1526075030,25,2
1526577314,25,2
1527086889,25,2
1527586990,25,2
1528097034,25,2
1528609214,25,2
1529110663,25,2
1529620196,25,2
1530120945,25,2
1530628022,25,2
1531141229,25,2
1531646658,25,2
1532150384,25,2
1532657966,25,2
1533157975,25,2
1533658286,25,2
1534168039,25,2
1534678232,25,2
1535188331,25,2
1535698196,25,2
1536207992,25,2
1536718945,25,2
1537219368,25,2
1537729953,25,2
1538239978,25,2
1538749987,25,2
1539258077,25,2
1539771991,25,2
1540274944,25,2
1540781985,25,2
1541291943,25,2
1541802068,25,2
1542309950,25,2
1542810987,25,2
1543318987,25,2
1543830189,25,2
1544331206,25,2
1544841988,25,2
1545352941,25,2
1545853007,25,2
1546365715,25,2
1546875942,25,2
1547376267,25,2
1547879065,25,2
1548391919,25,2
1548893330,25,2
1549394125,25,2
1549902985,25,2
1550409651,25,2
1550910268,25,2
1551419465,25,2
1551927983,25,2
1552428000,25,2
1552937031,25,2
1553446973,25,2
1553958001,25,2
1554458218,25,2
1554959115,25,2
1555469941,25,2
1555971990,25,2
1556482989,25,2
1556992942,25,2
1557503416,25,2
1558012940,25,2
1558524195,25,2
1559035747,25,2
1559546242,25,2
1560057004,25,2
1560560088,25,2
1561064409,25,2
1561571818,25,2
1562082010,25,2
1562586948,25,2
1563088975,25,2
1563590149,25,2
1564099942,25,2
1564599998,25,2
1565109942,25,2
1565609982,25,2
1566118941,25,2
1566629947,25,2
1567131259,25,2
1567639942,25,2
1568140092,25,2
1568649992,25,2
1569150285,25,2
1569660020,25,2
1570170251,25,2
1570679944,25,2
1571189947,25,2
1571700156,25,2
1572200943,25,2
1572701180,25,2
1573210944,25,2
1573711289,25,2
1574220941,25,2
1574730943,25,2
1575241612,25,2
1575751943,25,2
1576252059,25,2
1576752977,25,2
1577254873,25,2
1577768495,25,2
1578277566,25,2
1578786961,25,2
1579289054,25,2
1579798030,25,2
1580307876,25,2
1580811950,25,2
1581322941,25,2
1581829988,25,2
1582330952,25,2
1582839071,25,2
1583340237,25,2
1583842175,25,2
1584351030,25,2
1584857178,25,2
1585359784,25,2
1585861075,25,2
1586361988,25,2
1586868116,25,2
1587372998,25,2
1587882945,25,2
1588384310,25,2
1588894156,25,2
1589400981,25,2
1589911334,25,2
1590418406,25,2
1590928945,25,2
1591437943,25,2
1591947947,25,2
1592448342,25,2
1592956935,25,2
1593457982,25,2
1593961027,25,2
1594471124,25,2
1594975942,25,2
1595481115,25,2
1595990939,25,2
1596492612,25,2
1597003285,25,2
1597512941,25,2
1598022219,25,2
1598522942,25,2
1599034623,25,2
1599545083,25,2
1600054104,25,2
1600554107,25,2
1601064946,25,2
1601574293,25,2
1602085991,25,2
1602595941,25,2
1603095950,25,2
1603606946,25,2
1604116944,25,2
1604627973,25,2
1605136948,25,2
1605646949,25,2
1605769331,26,5
1606270030,26,5
1606780969,26,5
1607281086,26,5
1607790948,26,5
1608299944,26,5
1608804268,26,5
1609313011,26,5
1609817101,26,5
1610322981,26,5
1610827216,26,5
1611330114,26,5
1611832126,26,5
1612344148,26,5
1612847977,26,5
1613350942,26,5
1613858096,26,5
1614361939,26,5
1614870353,26,5
1615370982,26,5
1615877943,26,5
1616382020,26,5
1616892025,26,5
1617399989,26,5
1617904152,26,5
1618404988,26,5
1618911976,26,5
1619415604,26,5
1619922940,26,5
1620262256,27,2
1620289124,28,11
1620412399,29,2
1620921024,29,2
1621427415,29,2
1621936938,29,2
1622437193,29,2
1622946068,29,2
1623447301,29,2
1623949985,29,2
1623995612,30,1
1624506258,30,1
1625016986,30,1
1625526099,30,1
1626036941,30,1
1626546390,30,1
1627046990,30,1
1627556152,30,1
1628056948,30,1
1628557012,30,1
1629058424,30,1
1629558942,30,1
1630058992,30,1
1630570108,30,1
1631081006,30,1
1631591465,30,1
1632102027,30,1
1632612950,30,1
1633112988,30,1
1633616943,30,1
1634118894,30,1
1634623025,30,1
1635134064,30,1
1635640860,30,1
1636150000,30,1
1636650941,30,1
1637156087,30,1
1637668577,30,1
1638001294,31,2
1638507545,31,2
1639017941,31,2
1639524141,31,2
1640032948,31,2
1640532982,31,2
1641035296,31,2
1641545069,31,2
1642049008,31,2
1642552696,31,2
1643052959,31,2
1643561195,31,2
1644061942,31,2
1644572194,31,2
1645082996,31,2
1645589981,31,2
1646099370,31,2
1646607993,31,2
1647118013,31,2
1647627943,31,2
1647828048,32,5
1648337950,32,5
1648840975,32,5
1649340992,32,5
1649841082,32,5
1650344615,32,5
1650854204,32,5
1651358225,32,5
1651867867,32,5
1652373269,32,5
1652876171,32,5
1653380998,32,5
1653889659,32,5
1654399974,32,5
1654900960,32,5
1655405943,32,5
1655905986,32,5
1656407948,32,5
1656917977,32,5
1657428984,32,5
1657939323,32,5
1658449946,32,5
1658960942,32,5
1659469943,32,5
1659980942,32,5
1660492647,32,5
1661001946,32,5
1661512939,32,5
1662023122,32,5
1662535288,32,5
1663045975,32,5
1663554982,32,5
1664064982,32,5
1664521749,32,5
1665028943,32,5
