timestamp,main_state_changes,main_state
652660783,17,2
653165290,17,2
653675172,17,2
654185185,17,2
654695985,17,2
655206942,17,2
655717150,17,2
656225990,17,2
656726100,17,2
657236983,17,2
657746987,17,2
658247089,17,2
658747980,17,2
659257430,17,2
659757951,17,2
660267941,17,2
660768319,17,2
661275691,17,2
661778943,17,2
662285407,17,2
662794225,17,2
663295920,17,2
663800137,17,2
664310950,17,2
664818983,17,2
665323188,17,2
665833021,17,2
666342343,17,2
666851984,17,2
667361946,17,2
667862029,17,2
668370005,17,2
668878076,17,2
669382982,17,2
669887150,17,2
670387988,17,2
670888355,17,2
671395406,17,2
671896990,17,2
672398949,17,2
672899381,17,2
673408263,17,2
673913010,17,2
674416105,17,2
674926071,17,2
675437237,17,2
675939534,17,2
676439966,17,2
676940952,17,2
677451324,17,2
677963249,17,2
678472756,17,2
678983236,17,2
679493141,17,2
680003944,17,2
680512980,17,2
681022943,17,2
681524219,17,2
682035070,17,2
682445316,17,2
682950138,17,2
