timestamp,main_state_changes,main_state
670774117,4,1
671274270,4,1
671784418,4,1
672292955,4,1
672793212,4,1
673305123,4,1
673592499,5,2
674100996,5,2
674611299,5,2
675122671,5,2
675632946,5,2
676143233,5,2
676652065,5,2
677152291,5,2
677662023,5,2
678172949,5,2
678684538,5,2
679195020,5,2
679698156,5,2
680206970,5,2
680716748,5,2
681224945,5,2
681726276,5,2
682227997,5,2
682728943,5,2
683238995,5,2
683750076,5,2
684258945,5,2
684759025,5,2
685192957,6,12
685701826,6,12
686204067,6,12
686297458,7,2
686800951,7,2
687302985,7,2
687809073,7,2
688316082,7,2
688818483,7,2
689329063,7,2
689838983,7,2
690347981,7,2
690857948,7,2
691358168,7,2
691869264,7,2
692378943,7,2
692879014,7,2
693387983,7,2
693899175,7,2
694409955,7,2
694912100,7,2
695412119,7,2
695689990,8,12
696195692,8,12
696702028,8,12
697204943,8,12
697705985,8,12
698214106,8,12
698714212,8,12
699220599,8,12
699722309,8,12
700232952,8,12
700733170,8,12
701245065,8,12
701750994,8,12
702251359,8,12
702758514,8,12
703258997,8,12
703764242,8,12
704264343,8,12
704427687,9,2
704930991,9,2
705432955,9,2
705942943,9,2
706448314,9,2
706951271,9,2
707457593,9,2
707960185,9,2
708469942,9,2
708972076,9,2
709472262,9,2
709981986,9,2
710492948,9,2
711004236,9,2
711514945,9,2
712025948,9,2
712536941,9,2
713038145,9,2
713547941,9,2
714047968,9,2
714557942,9,2
715068947,9,2
715579262,9,2
716081271,9,2
716593290,9,2
717096931,9,2
717601981,9,2
718112022,9,2
718622239,9,2
719125273,9,2
719634868,9,2
720144953,9,2
720654941,9,2
721166043,9,2
721674945,9,2
722186723,9,2
722686829,9,2
723195945,9,2
723296167,9,2
723805211,9,2
