timestamp,main_state
143519093,8
144026082,8
144533384,8
145039890,8
145546121,8
146054184,8
146560115,8
147068116,8
147577106,8
148084189,8
148591129,8
149098085,8
149604211,8
150111709,8
150618080,8
151125083,8
151633355,8
152140147,8
152647585,8
153153347,8
153660228,8
154167247,8
154675441,8
155182090,8
155689086,8
156198141,8
156705131,8
157211164,8
157718258,8
158224280,8
158731684,8
159238310,8
159746159,8
160255481,8
160761144,8
161267596,8
161774693,8
162281084,8
162788153,8
163296087,8
163803683,8
164310174,8
164819278,8
165328249,8
165835083,8
166342125,8
166651107,8
167157255,8
167663135,8
168170122,8
168677121,8
169187193,8
169550322,8
170059125,8
170567220,8
171075086,8
171582156,8
172089086,8
172596201,8
173105019,8
173611344,8
174118296,8
174570479,8
174596149,8
174996179,8
175496326,8
