timestamp,main_state
23755998,8
24258259,8
24765085,8
25273689,8
25779249,8
26287084,8
26794227,8
27301242,8
27807276,8
28315104,8
28822171,8
29329105,8
29836085,8
30343276,8
30850085,8
31357461,8
31864247,8
32371087,8
32878143,8
33386084,8
33827705,8
34328088,8
