timestamp,main_state_changes,main_state
787907820,25,2
788409198,25,2
788920390,25,2
789422041,25,2
789932489,25,2
790442943,25,2
790954076,25,2
791454363,25,2
791966262,25,2
792477014,25,2
792987082,25,2
793497325,25,2
794005989,25,2
794516235,25,2
795028157,25,2
795541504,25,2
796045078,25,2
796546697,25,2
797047041,25,2
797550474,25,2
798055225,25,2
798564226,25,2
799066227,25,2
799572106,25,2
800081828,25,2
800585109,25,2
800898393,26,5
801400122,26,5
801910982,26,5
802411148,26,5
802911968,26,5
803422943,26,5
803933354,26,5
804444141,26,5
804955120,26,5
805461000,26,5
805962993,26,5
806471034,26,5
806972108,26,5
807472113,26,5
807976951,26,5
808482466,26,5
808993019,26,5
809502260,26,5
810011950,26,5
810513026,26,5
811013235,26,5
811514330,26,5
812025068,26,5
812525277,26,5
813035073,26,5
813535114,26,5
814047471,26,5
814558122,26,5
815067983,26,5
815578958,26,5
816080325,26,5
816590943,26,5
816955990,26,5
817456229,26,5
817965946,26,5
818475333,26,5
818933446,26,5
819442999,26,5
819527287,27,2
