timestamp,main_state_changes,main_state
915156941,11,2
915667276,11,2
916176935,11,2
916686935,11,2
917197942,11,2
917708997,11,2
918219183,11,2
918728962,11,2
919229150,11,2
919738982,11,2
920239353,11,2
920750097,11,2
921259983,11,2
921771228,11,2
922281941,11,2
922781962,11,2
923293499,11,2
923794947,11,2
924295122,11,2
924806182,11,2
925315986,11,2
925819052,11,2
926319435,11,2
926829944,11,2
927340942,11,2
927842507,11,2
928349943,11,2
928850241,11,2
929359941,11,2
929860024,11,2
930370989,11,2
930881192,11,2
931385028,11,2
931895279,11,2
932406028,11,2
932906366,11,2
933415968,11,2
933916986,11,2
934428406,11,2
934929326,11,2
935439943,11,2
935950097,11,2
936460960,11,2
936970307,11,2
937480948,11,2
937981947,11,2
938491022,11,2
939001987,11,2
939503238,11,2
940013014,11,2
940523182,11,2
941032950,11,2
941533228,11,2
942035326,11,2
942544947,11,2
943045095,11,2
943554947,11,2
944055253,11,2
944565970,11,2
945076272,11,2
945587000,11,2
946087276,11,2
946596994,11,2
947107943,11,2
947618146,11,2
948126972,11,2
948629016,11,2
949129069,11,2
949639981,11,2
950141947,11,2
950642015,11,2
951142941,11,2
951651022,11,2
952160943,11,2
952671200,11,2
953181945,11,2
953681950,11,2
954182941,11,2
954694827,11,2
955204068,11,2
955712547,11,2
956217634,11,2
956718986,11,2
957221220,11,2
957724109,11,2
958225261,11,2
958738925,11,2
959241237,11,2
959743318,11,2
960250059,11,2
960760948,11,2
961262057,11,2
961765534,11,2
962266239,11,2
962768972,11,2
963271421,11,2
963777477,11,2
964279021,11,2
964781972,11,2
965287618,11,2
965789877,11,2
966299209,11,2
966808341,11,2
967318944,11,2
967829947,11,2
968338944,11,2
968844482,11,2
969354147,11,2
969862025,11,2
970369989,11,2
970871146,11,2
971371410,11,2
971873249,11,2
972384149,11,2
972892035,11,2
973397987,11,2
973899520,11,2
974409947,11,2
974909996,11,2
975418987,11,2
975922774,11,2
976428024,11,2
976933035,11,2
977442230,11,2
977950228,11,2
978458926,11,2
978961031,11,2
979468288,11,2
979970188,11,2
980481138,11,2
980987004,11,2
981487032,11,2
981995327,11,2
982498672,11,2
983008444,11,2
983518230,11,2
984019025,11,2
984531201,11,2
985041946,11,2
985550021,11,2
986050254,11,2
986552048,11,2
987057851,11,2
987564320,11,2
988067985,11,2
988576778,11,2
989077114,11,2
989586942,11,2
990086986,11,2
990588340,11,2
991097946,11,2
991598022,11,2
992107943,11,2
992607977,11,2
993116951,11,2
993627205,11,2
994138000,11,2
994646944,11,2
995156031,11,2
995667956,11,2
996177986,11,2
996687941,11,2
997187982,11,2
997699293,11,2
998209945,11,2
998710198,11,2
999219947,11,2
999730190,11,2
1000231132,11,2
1000732118,11,2
1001232184,11,2
1001732941,11,2
1002242101,11,2
1002750166,11,2
1003258199,11,2
1003759030,11,2
1004271341,11,2
1004780237,11,2
1005290989,11,2
1005791230,11,2
1006298478,11,2
1006798950,11,2
1007309947,11,2
1007817977,11,2
1008325023,11,2
1008840087,11,2
1009340948,11,2
1009842942,11,2
1010354524,11,2
1010858553,11,2
1011362989,11,2
1011871440,11,2
1012373031,11,2
1012880088,11,2
1013389673,11,2
1013898634,11,2
1014408320,11,2
1014917942,11,2
1015421012,11,2
1015927004,11,2
1016440286,11,2
1016943235,11,2
1017451551,11,2
1017959941,11,2
1018460014,11,2
1018969945,11,2
1019480016,11,2
1019991124,11,2
1020501178,11,2
1021011031,11,2
1021511238,11,2
1022020969,11,2
1022529039,11,2
1023029192,11,2
1023529943,11,2
1024039307,11,2
1024549002,11,2
1025049314,11,2
1025558947,11,2
1026059034,11,2
1026567984,11,2
1027068017,11,2
1027578947,11,2
1028089027,11,2
1028599981,11,2
1029100484,11,2
1029608938,11,2
1030110084,11,2
1030610983,11,2
1031121942,11,2
1031633178,11,2
1032142942,11,2
1032653147,11,2
1033165222,11,2
1033675941,11,2
1034186184,11,2
1034695942,11,2
1035206343,11,2
1035716687,11,2
1036226176,11,2
1036736944,11,2
1037247941,11,2
1037758108,11,2
1038265996,11,2
1038772132,11,2
1039274062,11,2
1039776952,11,2
1040287223,11,2
1040799559,11,2
1041309121,11,2
1041814133,11,2
1042323453,11,2
1042836683,11,2
1043340314,11,2
1043844145,11,2
1044351960,11,2
1044860161,11,2
1045361970,11,2
1045870132,11,2
1046377443,11,2
1046885163,11,2
1047394939,11,2
1047906392,11,2
1048416955,11,2
1048916983,11,2
1049425942,11,2
1049936165,11,2
1050448519,11,2
1050958941,11,2
1051469252,11,2
1051980173,11,2
1052481948,11,2
1052986121,11,2
1053492025,11,2
1054004113,11,2
1054511021,11,2
1055018066,11,2
1055522025,11,2
1056030578,11,2
1056532071,11,2
1057032258,11,2
1057539018,11,2
1058041020,11,2
1058542743,11,2
1059051061,11,2
1059560423,11,2
1060060941,11,2
1060562023,11,2
1061069499,11,2
1061570154,11,2
1062080940,11,2
1062590948,11,2
1063098190,11,2
1063606304,11,2
1064115942,11,2
1064622030,11,2
1065129412,11,2
1065632947,11,2
1066134358,11,2
1066638982,11,2
1067146990,11,2
1067654150,11,2
1068155583,11,2
1068665018,11,2
1069171021,11,2
1069673664,11,2
1070178034,11,2
1070686989,11,2
1071195970,11,2
1071696415,11,2
1072199631,11,2
1072709939,11,2
1073219979,11,2
1073729942,11,2
1074240943,11,2
1074741161,11,2
1075250449,11,2
1075760947,11,2
1076270215,11,2
1076780953,11,2
1077290988,11,2
1077800950,11,2
1078300999,11,2
1078809939,11,2
1079320418,11,2
1079829942,11,2
1080331972,11,2
1080840954,11,2
1081344099,11,2
1081851031,11,2
1082362944,11,2
1082867237,11,2
1083377022,11,2
1083880982,11,2
1084391220,11,2
1084899942,11,2
1085401328,11,2
1085909943,11,2
1086418982,11,2
1086925028,11,2
1087436292,11,2
1087936947,11,2
1088447946,11,2
1088949130,11,2
1089450113,11,2
1089960047,11,2
1090462265,11,2
1090964320,11,2
1091474223,11,2
1091975474,11,2
1092482988,11,2
1092988272,11,2
1093489704,11,2
1093996063,11,2
1094501170,11,2
1095011944,11,2
1095512944,11,2
1096015204,11,2
1096519943,11,2
1097020155,11,2
1097529943,11,2
1098030196,11,2
1098537220,11,2
1099039729,11,2
1099540941,11,2
1100041940,11,2
1100548800,11,2
1101055119,11,2
1101562869,11,2
1102073054,11,2
1102574113,11,2
1103082943,11,2
1103583221,11,2
1104095308,11,2
1104604952,11,2
1105115024,11,2
1105625943,11,2
1106136419,11,2
1106647290,11,2
1106824232,12,4
1107336182,12,4
1107845937,12,4
1108355947,12,4
1108865942,12,4
1109368768,12,4
1109879050,12,4
1110389991,12,4
1110900405,12,4
1111410942,12,4
1111912078,12,4
1112412090,12,4
1112921942,12,4
1113423514,12,4
1113932937,12,4
1114432942,12,4
1114933050,12,4
1115443302,12,4
1115955262,12,4
1116464946,12,4
1116965089,12,4
1117474987,12,4
1117975145,12,4
1118484952,12,4
1118996688,12,4
1119498332,12,4
1119999346,12,4
1120509958,12,4
1121020056,12,4
1121064219,13,2
1121564279,13,2
1122074196,13,2
1122574324,13,2
1123084067,13,2
1123595476,13,2
1124106149,13,2
1124614334,13,2
1125114985,13,2
1125620989,13,2
1126130030,13,2
1126639944,13,2
1127150300,13,2
1127655616,13,2
1128160025,13,2
1128669173,13,2
1129178982,13,2
1129679203,13,2
1130189948,13,2
1130700071,13,2
1131211010,13,2
1131721948,13,2
1132232939,13,2
1132734474,13,2
1133243511,13,2
1133754205,13,2
1134262987,13,2
1134771945,13,2
1135282196,13,2
1135791982,13,2
1136292190,13,2
1136794969,13,2
1137305949,13,2
1137816942,13,2
1138327313,13,2
1138837941,13,2
1139304124,14,11
1139805942,14,11
1140083004,15,2
1140106345,16,1
1140614941,16,1
1141124069,16,1
1141634266,16,1
1142144151,16,1
1142177317,17,5
1142678020,17,5
1143188941,17,5
1143699489,17,5
1144201252,17,5
1144710942,17,5
1145212002,17,5
1145722963,17,5
1146224942,17,5
1146734398,17,5
1147244102,17,5
1147749984,17,5
1148255161,17,5
1148764294,17,5
1149274103,17,5
1149774278,17,5
1150282942,17,5
1150782947,17,5
1151291948,17,5
1151802973,17,5
1152314970,17,5
1152815022,17,5
1153324942,17,5
1153824987,17,5
1154326328,17,5
1154392942,17,5
1154901939,17,5
1155402151,17,5
1155910945,17,5
1156378177,17,5
1156888318,17,5
