timestamp,main_state
94808134,8
95312119,8
95821088,8
96075179,8
96581116,8
97088733,8
97594844,8
98101083,8
98610247,8
99094393,8
99601327,8
100109080,8
100616980,8
101123281,8
101631083,8
102137168,8
102643103,8
103150087,8
103656117,8
104163228,8
104670082,8
104868333,8
105378121,8
