timestamp,main_state_changes,main_state
382316362,15,2
382827041,15,2
383337017,15,2
383847983,15,2
384358946,15,2
384869114,15,2
385378942,15,2
385879191,15,2
386388943,15,2
386888987,15,2
387397944,15,2
387898218,15,2
388409311,15,2
388919943,15,2
389430017,15,2
389940061,15,2
390443174,15,2
390952824,15,2
391453241,15,2
391961972,15,2
392462199,15,2
392972982,15,2
393476241,15,2
393985985,15,2
394496192,15,2
395007346,15,2
395507988,15,2
396016702,15,2
396519948,15,2
397028946,15,2
397530946,15,2
398036365,15,2
398545983,15,2
399046992,15,2
399557333,15,2
400067952,15,2
400577944,15,2
401078005,15,2
401580208,15,2
402090969,15,2
402601951,15,2
403112148,15,2
403621942,15,2
404131023,15,2
404642810,15,2
405152516,15,2
405663119,15,2
406174068,15,2
406675963,15,2
406931113,15,2
407431222,15,2
407940943,15,2
408450958,15,2
408950982,15,2
409085752,15,2
409593065,15,2
