timestamp,main_state_changes,main_state
629580835,16,0
630086215,16,0
630589577,16,0
631098994,16,0
631609991,16,0
632117987,16,0
632627942,16,0
633135942,16,0
633645948,16,0
634154135,16,0
634664134,16,0
635177687,16,0
635683065,16,0
636187983,16,0
636693428,16,0
637202942,16,0
637707165,16,0
638215949,16,0
638726152,16,0
639234427,16,0
639744239,16,0
640254086,16,0
640759094,16,0
641267189,16,0
641778006,16,0
642288076,16,0
642796986,16,0
643297953,16,0
643807088,16,0
644318077,16,0
644827481,16,0
645328087,16,0
645838941,16,0
646349949,16,0
646857945,16,0
647358948,16,0
647867949,16,0
648379479,16,0
648879970,16,0
649380138,16,0
649545181,17,2
650055060,17,2
650563949,17,2
651074186,17,2
651185295,17,2
651694056,17,2
