timestamp,main_state
481013133,8
481520106,8
482027119,8
482535301,8
483042084,8
483551117,8
484057143,8
484564120,8
485070237,8
485578085,8
486086426,8
486592259,8
487098121,8
487605143,8
488113168,8
488620084,8
489127085,8
489634087,8
490141085,8
490649166,8
491157142,8
491664087,8
492172089,8
492679470,8
493186184,8
493694134,8
494202082,8
494708704,8
495215486,8
495721101,8
496229084,8
496735084,8
497243119,8
497750307,8
498258083,8
498765084,8
499272299,8
499415139,8
499926494,8
