timestamp,main_state_changes,main_state
256282040,10,0
256791169,10,0
257293341,10,0
257800951,10,0
258311642,10,0
258819000,10,0
259331041,10,0
259837942,10,0
260347949,10,0
260856953,10,0
261366940,10,0
261875631,10,0
262386036,10,0
262886180,10,0
263394357,10,0
263905369,10,0
264415982,10,0
264916318,10,0
265428555,10,0
265928948,10,0
266430987,10,0
266937106,10,0
267439943,10,0
267951823,10,0
268461994,10,0
268971952,10,0
269472129,10,0
269981946,10,0
270493828,10,0
271003618,10,0
271514309,10,0
272023029,10,0
272534234,10,0
273042942,10,0
273551948,10,0
274062058,10,0
274571996,10,0
275075602,10,0
275585949,10,0
276095943,10,0
276596574,10,0
277106949,10,0
277616992,10,0
278126941,10,0
278626949,10,0
279135982,10,0
279646951,10,0
280147441,10,0
280656949,10,0
281166983,10,0
281675964,10,0
282186159,10,0
282695069,10,0
283205203,10,0
283714081,10,0
284215321,10,0
284723948,10,0
285224233,10,0
285733006,10,0
286243085,10,0
286743982,10,0
287255786,10,0
287765999,10,0
288276321,10,0
288786946,10,0
289297491,10,0
289807943,10,0
290317947,10,0
290828144,10,0
291328943,10,0
291828989,10,0
292329366,10,0
292838478,10,0
293338016,10,0
293847430,10,0
294357950,10,0
294866495,10,0
295374293,10,0
295706049,11,2
295796320,12,11
296307073,12,11
296817945,12,11
297318025,12,11
297819947,12,11
298329941,12,11
298830997,12,11
299342344,12,11
299853168,12,11
300362941,12,11
300873232,12,11
301384318,12,11
301892170,12,11
302403694,12,11
302903773,12,11
303404258,12,11
303915110,12,11
304425945,12,11
304936944,12,11
305436980,12,11
305946988,12,11
306457087,12,11
306958010,12,11
307324310,12,11
307830988,12,11
