timestamp,main_state
1686494303,8
1687000115,8
1687507117,8
1688014134,8
1688522036,8
1689029214,8
1689535183,8
1690043184,8
1690550104,8
1691057100,8
1691566143,8
1692076082,8
1692582725,8
1693088889,8
1693596116,8
1694103121,8
1694610084,8
1695118081,8
1695627099,8
1696135181,8
1696641344,8
1697147232,8
1697655421,8
1698161121,8
1698668148,8
1699175100,8
1699681196,8
1700187092,8
1700694220,8
1701202082,8
1701709408,8
1702215087,8
1702721082,8
1703229231,8
1703735083,8
1704242942,8
1704749190,8
1705255226,8
1705761974,8
1706268082,8
1706774210,8
1707282083,8
1707788100,8
1708295083,8
1708802116,8
1709310081,8
1709817087,8
1710160202,2
1710403099,4
1710911105,4
1711418146,4
1711925129,4
1712431132,4
1712939187,4
1713445079,4
1713753492,2
1714262168,2
1714769252,2
1715276495,2
1715784088,2
1716290189,2
1716796215,2
1717303082,2
1717809241,2
1718315225,2
1718823096,2
1719331085,2
1719837116,2
1720345110,2
1720853086,2
1721361086,2
1721868402,2
1722376159,2
1722883201,2
1723390083,2
1723897081,2
1724374271,2
1724882198,2
1725390084,2
1725898086,2
1726406110,2
1726914167,2
1727421327,2
1727928083,2
1728436125,2
1728944083,2
1729395358,2
1729896116,2
