timestamp,main_state_changes,main_state
167113029,9,2
167620940,9,2
168124627,9,2
168635613,9,2
169145945,9,2
169656016,9,2
170167469,9,2
170676988,9,2
171187945,9,2
171688190,9,2
172195983,9,2
172707148,9,2
173216944,9,2
173726984,9,2
174236948,9,2
174749185,9,2
175259949,9,2
175770018,9,2
176279943,9,2
176792253,9,2
177301574,9,2
177812459,9,2
178320943,9,2
178822982,9,2
179331996,9,2
179844004,9,2
180354306,9,2
180864403,9,2
181375087,9,2
181885065,9,2
182395544,9,2
182906047,9,2
183415102,9,2
183916408,9,2
184426950,9,2
184937964,9,2
185447984,9,2
185949154,9,2
186458950,9,2
186958984,9,2
187467944,9,2
187968338,9,2
188477947,9,2
188978940,9,2
189488949,9,2
189988992,9,2
190499960,9,2
191009947,9,2
191522531,9,2
192031798,9,2
192541388,9,2
193051948,9,2
193561023,9,2
194072185,9,2
194583146,9,2
195094128,9,2
195605143,9,2
196105219,9,2
196607109,9,2
197117944,9,2
197627948,9,2
198128006,9,2
198639637,9,2
199149943,9,2
199660226,9,2
200170946,9,2
200682584,9,2
201193029,9,2
201703109,9,2
202212979,9,2
202713240,9,2
203215896,9,2
203726002,9,2
204236980,9,2
204747021,9,2
205247184,9,2
205756981,9,2
206267486,9,2
206776953,9,2
207287940,9,2
207798055,9,2
208300109,9,2
208808941,9,2
209309132,9,2
209819985,9,2
210320076,9,2
210829946,9,2
211332246,9,2
211842946,9,2
212342973,9,2
212851946,9,2
213356158,9,2
213866015,9,2
214376183,9,2
214875985,9,2
215386940,9,2
215897197,9,2
216406988,9,2
216916974,9,2
217428115,9,2
217937986,9,2
218448557,9,2
218949035,9,2
219458095,9,2
219969151,9,2
220478941,9,2
220979938,9,2
221491365,9,2
222002083,9,2
222512981,9,2
223022145,9,2
223531942,9,2
224041987,9,2
224543077,9,2
225052974,9,2
225563941,9,2
226073298,9,2
226582192,9,2
227090950,9,2
227595218,9,2
228105983,9,2
228614368,9,2
229123941,9,2
229628164,9,2
230138022,9,2
230638143,9,2
231146229,9,2
231646948,9,2
232152986,9,2
232662942,9,2
233165953,9,2
233675178,9,2
234175981,9,2
234686416,9,2
235196074,9,2
235705994,9,2
236217089,9,2
236726980,9,2
237227150,9,2
237736942,9,2
238247018,9,2
238748946,9,2
239258946,9,2
239768942,9,2
240277941,9,2
240777987,9,2
241278017,9,2
241788951,9,2
242299231,9,2
242809967,9,2
243319986,9,2
243830164,9,2
244341729,9,2
244851988,9,2
245352330,9,2
245863069,9,2
246375582,9,2
246876257,9,2
247386969,9,2
247498012,10,0
247998173,10,0
248506946,10,0
249007129,10,0
249516943,10,0
250017152,10,0
250206452,10,0
250710989,10,0
