timestamp,main_state_changes,main_state
717464413,21,2
717965171,21,2
718475839,21,2
718985263,21,2
719495067,21,2
720002942,21,2
720503942,21,2
721014431,21,2
721523952,21,2
722034430,21,2
722545067,21,2
723055103,21,2
723562943,21,2
724073160,21,2
724582948,21,2
725092003,21,2
725592063,21,2
726092232,21,2
726594444,21,2
727095974,21,2
727606955,21,2
728116949,21,2
728626948,21,2
729136987,21,2
729646992,21,2
730157940,21,2
730658663,21,2
731168943,21,2
731679056,21,2
732190214,21,2
732699988,21,2
733201943,21,2
733703949,21,2
734214617,21,2
734725102,21,2
735235143,21,2
735745063,21,2
736245181,21,2
736754045,21,2
737265067,21,2
737774155,21,2
738283944,21,2
738637006,22,11
739146944,22,11
739646951,22,11
740146986,22,11
740647092,22,11
741156949,22,11
741658149,22,11
742167943,22,11
742678950,22,11
743180264,22,11
743689983,22,11
744199952,22,11
744699983,22,11
745210444,22,11
745719971,22,11
746231779,22,11
746528247,22,11
747036078,22,11
