timestamp,main_state
582515081,2
583020087,2
583528461,2
584037089,2
584546088,2
585053124,2
585560123,2
586068087,2
586577088,2
587083153,2
587590134,2
588097091,2
588605289,2
589113243,2
589623025,2
590130082,2
590639150,2
591146572,2
591652597,2
592137246,8
592578334,8
593081033,8
