timestamp,main_state_changes,main_state
1233494540,18,1
1234001289,18,1
1234509943,18,1
1235019988,18,1
1235208517,19,2
1235709214,19,2
1236218941,19,2
1236729006,19,2
1237238946,19,2
1237739120,19,2
1238248986,19,2
1238749295,19,2
1239260144,19,2
1239769941,19,2
1240281144,19,2
1240790944,19,2
1241301203,19,2
1241810948,19,2
1242320205,19,2
1242830956,19,2
1243341019,19,2
1243852024,19,2
1244352949,19,2
1244852977,19,2
1245364060,19,2
1245873631,19,2
1246384209,19,2
1246884216,19,2
1247394309,19,2
1247902990,19,2
1248405949,19,2
1248906991,19,2
1249407031,19,2
1249907116,19,2
1250412445,19,2
1250921616,19,2
1251422068,19,2
1251924356,19,2
1252427290,19,2
1252939499,19,2
1253449055,19,2
1253959175,19,2
1254469951,19,2
1254973161,19,2
1255478940,19,2
1255988944,19,2
1256488984,19,2
1256995943,19,2
1257502028,19,2
1258010950,19,2
1258515994,19,2
1259018951,19,2
1259520272,19,2
1260031470,19,2
1260532024,19,2
1261040143,19,2
1261546028,19,2
1262051056,19,2
1262555034,19,2
1263067839,19,2
1263574309,19,2
1264080122,19,2
1264588101,19,2
1265091487,19,2
1265600945,19,2
1266105533,19,2
1266615002,19,2
1267116945,19,2
1267617253,19,2
1268127032,19,2
1268627945,19,2
1269137942,19,2
1269638954,19,2
1270140943,19,2
1270651010,19,2
1271151943,19,2
1271653674,19,2
1272162955,19,2
1272674068,19,2
1273177076,19,2
1273686988,19,2
1274196941,19,2
1274707940,19,2
1275218412,19,2
1275728945,19,2
1276238983,19,2
1276750157,19,2
1277262274,19,2
1277771009,19,2
1278281008,19,2
1278791938,19,2
1279302225,19,2
1279814114,19,2
1280324034,19,2
1280824255,19,2
1281332723,19,2
1281842194,19,2
1282351994,19,2
1282853067,19,2
1283355054,19,2
1283864990,19,2
1284374992,19,2
1284881023,19,2
1285396680,19,2
1285904452,19,2
1286411940,19,2
1286912045,19,2
1287420147,19,2
1287930947,19,2
1288434273,19,2
1288940178,19,2
1289440987,19,2
1289942940,19,2
1290449182,19,2
1290958943,19,2
1291459519,19,2
1291969938,19,2
1292469945,19,2
1292979947,19,2
1293489949,19,2
1293990067,19,2
1294500977,19,2
1295010304,19,2
1295519981,19,2
1296020984,19,2
1296522942,19,2
1297032944,19,2
1297532969,19,2
1298042984,19,2
1298554061,19,2
1299064271,19,2
1299576018,19,2
1300076941,19,2
1300577948,19,2
1301078440,19,2
1301587022,19,2
1302088585,19,2
1302598943,19,2
1303099030,19,2
1303341086,20,11
1303852152,20,11
1304363023,20,11
1304875438,20,11
1305384290,20,11
1305894943,20,11
1306394948,20,11
1306904083,20,11
1307404969,20,11
1307916176,20,11
1308416945,20,11
1308919211,20,11
1309428982,20,11
1309928993,20,11
1310438943,20,11
1310939027,20,11
1311439941,20,11
1311947944,20,11
1312447982,20,11
1312956941,20,11
1313279565,20,11
1313785940,20,11
