timestamp,main_state
1792327355,8
1792831897,8
1793338079,8
1793838123,8
1794344189,8
1794851113,8
1795359437,8
1795866083,8
1796375579,8
1796882509,8
1797388193,8
1797894534,8
1798401417,8
1798908120,8
1799415143,8
1799921085,8
1800427145,8
1800669195,2
1801176084,2
1801683123,2
1802192094,2
1802700269,2
1803206123,2
1803713083,2
1804221152,2
1804728084,2
1805237088,2
1805746084,2
1806255241,2
1806761085,2
1807267084,2
1807776090,2
1808282081,2
1808790085,2
1809298082,2
1809805086,2
1810312320,2
1810819239,2
1811325083,2
1811835124,2
1812343203,2
1812630061,2
1813139585,2
1813648387,2
1814158220,2
1814666114,2
1815173082,2
1815681114,2
1816188159,2
1816695078,2
1817203079,2
1817710763,2
1818216419,2
1818725081,2
1819176180,2
1819686115,2
1820193078,2
1820700079,2
1821206236,2
1821714141,2
1822221081,2
1822729182,2
1823235172,2
1823744116,2
1824196841,2
1824211129,2
1824228191,2
1824421168,1
1824922116,1
