timestamp,rtl_time_s,rtl_limit_fraction
1507639002,0.025817346,2.8685941e-05
1508658564,0.048873685,5.4304095e-05
1509667018,0.05084369,5.649299e-05
1510685749,0.078970864,8.774541e-05
1511694752,0.091614805,0.000101794234
1512713425,0.0905374,0.00010059712
1513742158,0.08381662,9.312958e-05
1514756309,0.07431223,8.256915e-05
1515784726,0.01579558,1.7550645e-05
1516789102,0.37005642,0.00041117382
1517808106,0.86666787,0.0009629643
1518826568,1.7996414,0.0019996015
1519875837,2.7861695,0.003095744
1520905807,3.4131122,0.003792347
1521912788,3.9729526,0.004414392
1522927399,4.2354345,0.0047060386
1523946015,4.6444035,0.0051604486
1524964757,5.2312326,0.005812481
1525983334,6.0932198,0.006770245
1527028209,6.7459707,0.0074955234
1528046555,6.9109874,0.0076788752
1529055122,6.7259808,0.0074733123
1530078038,6.6543636,0.007393738
1531087924,6.88732,0.0076525784
1532112216,7.327866,0.008142074
1533116079,7.568263,0.008409182
1534164542,7.656043,0.008506715
1535188935,7.62438,0.008471534
1536206660,7.288191,0.00809799
1537219919,6.7333283,0.0074814763
1538234426,6.5355644,0.0072617386
1539258715,6.420253,0.0071336147
1540276870,6.486904,0.0072076716
1541289985,6.667021,0.007407801
1542306131,6.725136,0.0074723735
1543313597,6.730546,0.0074783848
1544331483,6.697669,0.007441855
1545346400,6.5838594,0.0073153996
1546355514,6.593733,0.00732637
1547376484,6.7187095,0.007465233
1548377827,6.391801,0.007102001
1549394509,5.7172613,0.006352513
1550410285,5.3188114,0.0059097908
1551419672,5.2172384,0.0057969317
1552428209,5.2832522,0.005870281
1553448728,5.4509845,0.00605665
1554458434,5.574341,0.0061937124
1555464687,5.703412,0.0063371244
1556473759,5.9756174,0.0066395756
1557497552,6.1962914,0.0068847686
1558516299,6.300354,0.0070003937
1559545436,6.3689227,0.0070765815
1560560302,6.2317996,0.0069242218
1561572094,6.3452883,0.0070503205
1562586617,7.127902,0.007919892
1563590358,8.203051,0.009114501
1564600796,9.100571,0.010111746
1565610451,9.189424,0.010210471
1566627481,9.118436,0.010131596
1567636089,9.051009,0.010056677
1568644806,8.887347,0.009874831
1569653650,8.748268,0.009720298
1570677433,8.470057,0.009411174
1571696430,8.228279,0.009142533
1572701962,7.9236126,0.008804014
1573711673,7.627752,0.008475279
1574722850,7.251371,0.008057079
1575747040,6.8029633,0.0075588482
1576753185,6.326742,0.0070297136
1577755017,6.0319605,0.0067021786
1578773325,6.003907,0.0066710087
1579796929,6.448816,0.0071653514
1580806108,6.4134574,0.007126064
1581825069,5.9017324,0.006557481
1582833731,5.43298,0.006036645
1583842394,5.3008294,0.0058898106
1584856217,5.0462027,0.005606892
1585861514,4.692562,0.005213958
1586868714,4.3293285,0.0048103654
1587877700,4.149143,0.0046101594
1588891444,4.1356907,0.004595212
1589905612,4.191352,0.004657058
1590925079,4.3497124,0.0048330138
1591943455,4.4467916,0.00494088
1592957011,4.729843,0.0052553816
1593961994,5.0066357,0.005562929
1594974796,5.501503,0.006112782
1595983211,6.198096,0.0068867733
1596993088,7.1225243,0.007913916
1598016060,7.4874835,0.008319426
1599024722,7.8282413,0.008698046
1600053588,8.086796,0.0089853285
1601057707,8.315753,0.009239727
1602076523,8.570576,0.009522862
1603096157,8.933306,0.009925896
1604114889,9.39986,0.010444289
1605132723,9.900095,0.011000106
1620289777,15.69952,0.017443912
1621323799,16.025452,0.017806059
1622342405,16.273767,0.018081965
1623356527,16.294807,0.018105341
1624405701,16.413807,0.018237565
1625424347,16.567068,0.018407853
1626442887,16.565586,0.018406209
1627457154,16.488743,0.018320827
1628466729,16.12571,0.017917456
1629515616,15.432935,0.017147707
1630568926,14.5931425,0.016214604
1631587039,13.591219,0.0151013555
1632605988,12.471047,0.01385672
1633614604,11.405645,0.01267294
1634617879,10.198833,0.011332038
1635641504,9.099317,0.010110352
1636651608,8.296873,0.009218749
1637669440,7.6227484,0.00846972
1638703267,7.089959,0.007877733
1639728042,6.66021,0.007400234
1640736139,6.193521,0.0068816906
1641758990,5.527029,0.0061411434
1642798503,4.907484,0.0054527605
1643811400,4.318381,0.0047982014
1644830810,3.7217906,0.004135323
1645844725,3.0121875,0.003346875
1646863696,2.4001245,0.0026668052
1664588279,0.7398949,0.0008221055
