timestamp,rtl_time_s,rtl_limit_fraction
18082518,0.0,0.0
19120854,0.020895898,2.3217666e-05
20125711,0.048195325,5.3550364e-05
21126323,0.08557248,9.508054e-05
22132784,0.13745797,0.00015273108
23145743,0.19393206,0.00021548007
24160815,0.25288334,0.0002809815
25179813,0.06187012,6.874458e-05
26188955,0.61085176,0.00067872426
27193030,0.81274325,0.00090304815
28202246,0.7303257,0.00081147306
29211121,0.6054264,0.000672696
30230132,0.62528706,0.00069476344
31244309,1.1545382,0.0012828202
32259407,1.1837438,0.001315271
33273713,1.5373008,0.0017081122
34301321,1.9861996,0.0022068885
35315192,2.0363355,0.002262595
36319028,2.092667,0.0023251858
37333812,1.9882519,0.0022091689
38352370,1.9554911,0.0021727679
39371499,1.919574,0.00213286
40385502,1.9287893,0.0021430994
41404783,1.941517,0.002157241
42423481,1.9155536,0.002128393
43442335,1.7362685,0.0019291874
44461601,1.0367246,0.0011519162
45480482,0.24650964,0.0002738996
46499529,0.8055428,0.0008950476
47523880,1.1308395,0.0012564884
48532402,1.2712901,0.0014125446
49541553,1.235839,0.0013731546
50555905,0.045741536,5.0823928e-05
