timestamp,rtl_time_s,rtl_limit_fraction
1233273367,0.09329803,0.00010366448
1234307421,0.10060891,0.00011178768
1235315834,0.124428354,0.00013825373
1236325675,0.16133928,0.00017926587
1237343639,0.17466952,0.00019407725
1238352946,0.19557539,0.00021730599
1239366492,0.20781478,0.00023090532
1240385199,0.22920597,0.0002546733
1241403704,0.2468689,0.00027429877
1242423122,0.26240736,0.00029156375
1243446673,0.010717159,1.1907955e-05
1244455790,0.17311148,0.0001923461
1245475305,0.8484168,0.0009426854
1246494675,1.7512751,0.0019458613
1247498415,2.6521866,0.0029468744
1248516587,3.1334016,0.0034815574
1249564824,3.353258,0.0037258423
1250608607,3.6456065,0.004050674
1251627329,3.9929686,0.004436632
1252636065,3.9473739,0.004385971
1253659058,3.9235127,0.004359459
1254677897,3.9960456,0.004440051
1255688494,4.381708,0.004868565
1256697481,4.6387825,0.0051542027
1257704910,4.7695527,0.005299503
1258724033,5.0257196,0.0055841333
1259772922,5.6365776,0.006262864
1260786755,6.2206306,0.0069118124
1261810213,6.547642,0.007275158
1262864089,6.829674,0.0075885267
1263877866,6.950149,0.007722388
1264890884,7.083359,0.007870399
1265906128,7.2681737,0.008075749
1266924427,7.522807,0.008358675
1267973529,7.6667967,0.008518663
1268981810,7.6498146,0.008499795
1269996189,7.49646,0.008329401
1271004764,7.285083,0.008094537
1272058883,6.9919305,0.007768812
1273077817,6.5836344,0.00731515
1274097541,6.2598104,0.0069553456
1275114766,5.968412,0.006631569
1276133732,5.6381364,0.0062645962
1277152684,5.2454743,0.005828305
1278176195,4.690984,0.0052122045
1279195372,4.227606,0.00469734
1280223720,4.1379337,0.0045977044
1281232825,4.0916743,0.004546305
1282246926,4.069873,0.004522081
1283255757,4.086062,0.004540069
1284274320,4.208993,0.004676659
1285277886,3.829516,0.004255018
1286311031,3.2870371,0.0036522637
1287315770,3.4551058,0.0038390064
1288335045,4.0481195,0.004497911
1289343381,4.1603885,0.004622654
1290347469,4.1851535,0.0046501704
1291366038,4.2304487,0.0047004987
1292375596,4.3442755,0.0048269727
1293389415,4.524311,0.0050270124
1294397946,4.660346,0.0051781624
1295416335,4.907369,0.005452633
1296430345,4.9875603,0.005541734
1297439029,5.0608587,0.0056231767
1298448237,5.087817,0.0056531304
1299466748,5.121964,0.0056910715
1300485737,5.1784296,0.005753811
1301534000,5.242342,0.005824825
1302548349,5.399042,0.005998936
1303596472,5.5165396,0.006129489
1304615616,5.0127597,0.005569733
1305639210,4.251593,0.0047239927
1306649022,3.5047328,0.0038941477
1307656638,2.8636582,0.0031818426
1308680529,2.1729207,0.0024143565
1309685335,1.3777019,0.0015307799
1310694651,1.0815837,0.0012017598
1311699713,1.2273227,0.001363692
1312706306,1.2155771,0.0013506414
1313745306,0.006317668,7.0196315e-06
