timestamp,rtl_time_s,rtl_limit_fraction
29311490,0.07382026,8.202252e-05
30298869,0.018573377,2.0637088e-05
31318107,0.055486187,6.165132e-05
32367838,0.09710255,0.000107891734
33386108,0.12376345,0.00013751494
34414681,0.1414854,0.000157206
35423760,0.16805354,0.00018672616
36428197,0.20122695,0.0002235855
37446989,0.2503005,0.00027811166
38456399,0.32037857,0.0003559762
39505062,0.3682428,0.0004091587
40525640,0.37609005,0.00041787786
41529628,0.36462218,0.00040513577
42577019,0.34149897,0.0003794433
43595813,0.30851385,0.00034279318
44620199,0.045673393,5.074822e-05
