timestamp,rtl_time_s,rtl_limit_fraction
629119732,0.005573837,6.1931523e-06
630144159,0.01796085,1.99565e-05
631152763,0.013664167,1.5182409e-05
632171838,1.5368252,0.0017075837
633191118,3.5836372,0.0039818194
634210289,4.326996,0.004807773
635218092,4.165531,0.004628368
636237690,2.9100692,0.0032334104
637256463,3.035406,0.0033726736
638275308,2.7033174,0.0030036862
639289541,2.531967,0.0028132969
640313679,4.130478,0.0045894203
641322445,4.873225,0.005414695
642346486,4.141513,0.004601681
643356490,2.5345404,0.002816156
644374681,1.5303451,0.0017003835
645383052,1.377272,0.0015303023
646402315,1.5288634,0.0016987373
647411752,0.70627147,0.00078474614
648440307,0.6648036,0.00073867076
649484492,0.98166215,0.0010907358
650513142,0.9300647,0.0010334053
651553063,0.0137167405,1.5240823e-05
