timestamp,rtl_time_s,rtl_limit_fraction
932906756,3.304286,0.0036714291
933917503,4.087436,0.004541596
934929966,5.240772,0.0058230804
935942710,6.370329,0.0070781433
936966750,6.8018007,0.0075575565
937982198,7.8542256,0.008726918
938994163,9.548524,0.010609472
940013741,10.221125,0.011356805
941027853,10.895292,0.012105881
942035716,11.99966,0.0133329565
943045305,12.678971,0.014087747
944055469,12.665876,0.014073197
945072519,11.941351,0.013268169
946087748,10.935271,0.0121503025
947105194,10.099097,0.01122122
948123062,9.38012,0.0104223555
949129689,8.9712305,0.009968034
950142198,8.932896,0.00992544
951143192,8.999825,0.009999806
952157872,9.105201,0.01011689
953176728,9.278137,0.0103090415
954183187,9.641148,0.010712387
955199201,9.764242,0.010849159
956208164,9.605583,0.01067287
957221616,9.030271,0.0100336345
958225658,8.559576,0.00951064
959238703,8.229981,0.009144424
960248941,8.490444,0.009433827
961262655,8.956841,0.009952047
962265691,8.7666645,0.009740739
963269032,8.361133,0.009290148
964273397,8.001585,0.00889065
965288358,8.000902,0.008889892
966300181,8.243194,0.009159104
967313981,8.521673,0.009468527
968336929,8.451913,0.009391014
969340471,7.960953,0.008845504
970364949,7.5642095,0.008404678
971371873,7.459644,0.008288493
972381725,7.4687386,0.008298599
973386458,7.4524393,0.008280489
974405474,7.440155,0.008266839
975414123,7.3204455,0.008133829
976422568,7.0154667,0.007794963
977436295,6.7823343,0.0075359275
978459972,6.501362,0.0072237356
979468728,6.16644,0.0068516005
980482127,5.972655,0.0066362834
981487557,6.1447377,0.0068274867
982499697,6.4248405,0.0071387123
983513531,6.659688,0.007399654
984531644,6.4714923,0.0071905474
985545755,5.8305483,0.006478387
986552442,5.294563,0.0058828476
987553722,5.202962,0.005781069
988567442,5.241928,0.0058243647
989585942,5.189863,0.005766515
990588558,4.8866982,0.005429665
991598228,4.7664137,0.005296015
992608184,5.015929,0.005573255
993625940,5.634787,0.0062608747
994644666,6.4119143,0.0071243495
995658226,6.960661,0.007734068
996688158,6.8251777,0.007583531
997696444,6.236355,0.0069292835
998710592,5.5495577,0.0061661755
999722898,4.8320904,0.00536899
1000732928,4.1668878,0.0046298755
1001733152,4.0909104,0.0045454563
1002744262,3.7016275,0.00411292
1003757233,4.071683,0.004524092
1004766670,4.268347,0.004742608
1005791633,4.2903385,0.004767043
1006794282,4.052689,0.004502988
1007818037,4.4383063,0.0049314518
1008826500,5.0509586,0.005612177
1009845046,5.1060505,0.0056733894
1010858935,4.3787766,0.004865308
1011867765,3.725594,0.004139549
1012880520,3.8532345,0.004281372
1013900143,4.1653614,0.0046281796
1014913538,4.280641,0.0047562676
1015926462,4.3271375,0.004807931
1016940159,4.3232555,0.0048036175
1017959985,4.1697636,0.004633071
1018968804,3.930152,0.004366836
1019988238,4.1011825,0.0045568696
1021005877,4.419879,0.0049109766
1022014597,4.7721786,0.005302421
1023033403,5.20179,0.005779767
1024037175,5.6781673,0.0063090753
1025049528,6.1275635,0.0068084043
1026059282,6.5765,0.0073072226
1027068231,6.8600097,0.0076222336
1028082880,6.7868924,0.007540992
1029101026,6.16934,0.006854823
1030110477,5.4502964,0.006055885
1031118017,4.733654,0.005259616
1032136539,4.070479,0.004522755
1033155347,3.302038,0.0036689313
1034184036,2.8728404,0.003192045
1035202538,2.1743567,0.002415952
1036216435,1.4725465,0.0016361627
1037245130,1.4428344,0.0016031493
1038264246,1.9081578,0.0021201754
1039272258,2.1234066,0.002359341
1040287733,2.965404,0.0032948935
1041309720,3.5567203,0.003951912
1042318246,3.837933,0.00426437
1043328324,3.9774225,0.0044193584
1044350717,3.951869,0.0043909657
1045362359,4.4414744,0.004934972
1046378273,4.5035753,0.005003973
1047387517,3.9000034,0.0043333373
1048415975,3.1695056,0.0035216731
1049424719,2.4709249,0.0027454721
1050438122,1.8813187,0.0020903542
1051466908,1.8979782,0.0021088647
1052475721,1.5936011,0.001770668
1053490498,1.6033535,0.001781504
1054513203,1.8940072,0.0021044526
1055522839,1.7070754,0.0018967505
1056530187,1.9407461,0.0021563845
1057534509,2.1316433,0.0023684925
1058543172,2.144113,0.002382348
1059556678,1.9029238,0.00211436
1060562273,1.5573766,0.0017304185
1061564457,1.9530296,0.002170033
1062587727,2.507402,0.0027860024
1063600626,2.2055273,0.002450586
1064622499,1.4218282,0.0015798092
1065633766,2.0310047,0.0022566721
1066637909,2.0965395,0.0023294883
1067651272,1.8659265,0.0020732519
1068655667,1.7237926,0.0019153251
1069668757,1.2832738,0.0014258599
1070677393,1.1345627,0.0012606253
1071697241,1.3654363,0.0015171516
1072705110,2.038461,0.0022649567
1073723734,3.1179488,0.0034643875
1074741575,4.397827,0.004886475
1075756539,5.543613,0.0061595705
1076775472,5.6043625,0.0062270695
1077793668,5.051253,0.0056125033
1078802527,4.3732433,0.0048591592
1079825918,3.746262,0.0041625137
1080835059,3.1376653,0.003486295
1081853306,2.603609,0.002892899
1082867485,2.5094707,0.0027883009
1083881410,2.1455777,0.0023839755
1084901177,1.7286068,0.0019206743
1085903363,1.7194642,0.0019105158
1086921169,2.1011808,0.0023346455
1087937157,2.6044698,0.0028938553
1088949527,2.8788085,0.0031986763
1089957396,2.8903992,0.0032115548
1090964534,3.202399,0.0035582213
1091976090,4.1500397,0.0046111555
1092989264,4.5507593,0.0050563994
1093997912,4.3158245,0.004795361
1095006885,4.538813,0.005043126
1096015603,5.1425757,0.0057139737
1097020538,5.947009,0.006607788
1098030417,6.7852187,0.007539132
1099040803,7.1866465,0.0079851635
1100042642,7.6498094,0.008499788
1101045030,8.082651,0.008980724
1102062852,8.185742,0.009095269
1103076683,8.008684,0.008898539
1104086689,7.4124107,0.008236012
1105115200,6.664652,0.0074051693
1106133250,6.0981264,0.0067756968
1107176534,5.7316985,0.006368554
1108195534,5.762929,0.006403255
1109218970,5.7547526,0.0063941698
1110238159,5.7489505,0.006387723
1111256668,5.819658,0.0064662867
1112265944,5.780939,0.006423266
1113274276,5.740454,0.006378283
1114294267,5.779023,0.006421137
1115336218,5.796388,0.0064404313
1116365486,5.8196445,0.006466272
1117373806,5.7502165,0.0063891294
1118377994,5.7343197,0.006371467
1119407397,5.7605453,0.006400606
1120455888,5.8021684,0.006446854
1121469471,5.827811,0.0064753457
1122477416,5.2597027,0.0058441143
1123488310,4.62318,0.005136867
1124515020,4.0463443,0.0044959383
1125523513,3.38154,0.003757267
1126537206,2.5534267,0.0028371408
1127545817,1.447433,0.0016082589
1128559344,0.7297344,0.00081081607
1129588477,0.48231813,0.0005359091
1130597942,0.62283075,0.0006920342
1131616132,0.7640702,0.00084896694
1132635623,1.0142257,0.0011269175
1133654269,0.7522109,0.00083578995
1134671267,0.46561056,0.0005173451
1135687231,0.5857178,0.0006507976
1136696051,0.7981927,0.0008868808
1137713592,1.017679,0.0011307545
1138727964,1.2911384,0.0014345984
1139756528,1.4665886,0.0016295429
1140774657,1.1887481,0.0013208314
1141792936,1.4028465,0.0015587184
1156445886,0.0015837806,1.7597563e-06
