timestamp,rtl_time_s,rtl_limit_fraction
795695891,0.30217364,0.0003357485
796704943,0.30120254,0.0003346695
797723819,0.2840722,0.00031563579
798747817,0.273811,0.00030423448
799766470,0.24074279,0.000267492
800785188,0.21321411,0.00023690458
801798808,0.17125408,0.00019028231
802817962,0.16170758,0.0001796751
803827235,0.021052357,2.3391509e-05
804845961,0.053765684,5.973965e-05
805876790,0.08216749,9.129722e-05
806884703,0.09870631,0.00010967369
807937180,0.13936548,0.00015485054
808956240,0.15010598,0.00016678443
809975308,0.17465833,0.00019406482
810984535,0.18264624,0.00020294028
811993131,0.44370794,0.0004930089
813012302,0.96522486,0.0010724721
814036646,1.5074933,0.0016749926
815044565,1.9627657,0.002180851
816063542,2.4627414,0.0027363794
817083546,2.9088955,0.0032321063
818096355,3.2909896,0.0036566553
819125277,3.4130363,0.0037922629
820134271,3.426825,0.0038075836
821153542,3.3402853,0.0037114283
822161415,3.3489978,0.003721109
823166276,3.326389,0.003695988
824174398,3.2559764,0.0036177519
825183299,3.1836684,0.0035374095
826197172,3.0585158,0.0033983511
827216148,2.8766446,0.003196272
828234914,2.6225474,0.0029139416
829254746,2.3720815,0.0026356464
830262761,2.249841,0.0024998235
831278001,2.166675,0.002407417
832286108,2.1369052,0.0023743392
833304262,2.34205,0.002602278
834324114,2.4850595,0.0027611775
835326894,2.3772464,0.002641385
836346079,2.139437,0.0023771522
837350414,1.9840491,0.0022044992
838388506,1.8188226,0.002020914
839407715,1.7441071,0.0019378968
840456558,1.630711,0.0018119011
841465203,1.523967,0.0016932968
842474325,1.4980181,0.0016644647
843502676,1.5604435,0.0017338262
844506340,1.6468904,0.0018298783
845525460,1.7012849,0.0018903166
846534944,1.8032845,0.0020036497
847547812,1.8934101,0.0021037892
848596627,2.0052404,0.002228045
849616455,2.0729988,0.002303332
850624749,2.1333132,0.002370348
851648776,2.1805127,0.002422792
852668067,2.3251297,0.0025834776
853687515,2.378023,0.0026422478
854734909,2.1995468,0.0024439408
855754562,2.0379202,0.0022643558
856762633,2.0647268,0.002294141
857776281,2.211171,0.0024568567
858795452,2.4792724,0.0027547472
859814369,2.9365492,0.0032628325
860833294,3.1773407,0.003530379
861847760,3.694583,0.0041050925
862875544,4.412131,0.004902368
863894802,4.7830057,0.005314451
864903055,4.8982763,0.0054425295
865906906,5.3258834,0.0059176483
866926249,6.0893426,0.006765937
867934604,6.3633766,0.007070419
868953410,6.399513,0.00711057
869968085,6.3316264,0.007035141
870986112,6.1463776,0.006829309
871995278,5.9431324,0.006603481
873013985,5.6436496,0.006270722
874032893,5.226849,0.00580761
875046275,4.907177,0.005452419
876055300,4.8103266,0.0053448076
877063738,4.718329,0.005242588
878079320,4.65546,0.0051727337
879096606,4.5201645,0.005022405
880115834,4.1224566,0.0045805075
881125262,3.78772,0.0042085783
882143399,3.650576,0.0040561957
883146749,3.5222328,0.003913592
884155728,3.3142009,0.0036824457
885164657,2.9811344,0.0033123717
886173140,2.7348804,0.0030387563
887197112,2.5804272,0.0028671413
888216168,2.7237935,0.0030264375
889234815,2.7741666,0.0030824074
890243686,2.881269,0.0032014102
891253078,2.8866255,0.003207362
892266288,2.9232912,0.0032481016
893275210,3.0787406,0.003420823
894293499,3.1905544,0.0035450605
895317195,3.1788297,0.0035320332
896326264,3.1765707,0.003529523
897335030,3.1578317,0.003508702
898354591,3.1287632,0.0034764037
899377273,3.0345073,0.0033716748
900425944,3.0278974,0.0033643306
901434982,3.0552154,0.003394684
902458327,3.1328812,0.0034809792
903467832,3.201573,0.0035573032
904487554,3.1226737,0.0034696378
905495441,2.9737396,0.0033041553
906514259,2.8712378,0.0031902643
907522555,2.776321,0.0030848011
908546352,2.7898512,0.003099835
909555235,2.7896962,0.0030996625
910574126,2.7890954,0.003098995
911577686,2.8703215,0.0031892464
912606399,3.343862,0.0037154024
913615563,3.9207318,0.004356369
914644300,3.564987,0.0039610965
915662777,3.0261443,0.0033623828
916687708,2.9742541,0.003304727
917705038,4.1058364,0.004562041
918724163,5.2059183,0.005784354
919732860,4.7944574,0.005327175
920746571,4.0842924,0.004538103
921765472,3.399218,0.003776909
922783731,2.7623389,0.0030692657
923795449,2.1923845,0.002435983
924796512,2.1068637,0.0023409599
925819434,2.262407,0.0025137856
926824028,2.0817482,0.0023130537
927842946,2.0658998,0.0022954445
928850461,2.0867782,0.0023186426
929860233,2.1533966,0.0023926632
930874400,2.296166,0.0025512956
931893153,2.7561793,0.0030624217
