timestamp,rtl_time_s,rtl_limit_fraction
166352431,0.07757072,8.61897e-05
167365514,0.07480614,8.311794e-05
168375678,0.068499714,7.61108e-05
169404124,0.04896418,5.440465e-05
170423406,0.02810234,3.1224823e-05
171442438,0.038899165,4.3221295e-05
172452446,0.09695632,0.00010772925
173472643,0.05495382,6.105981e-05
174489478,0.600295,0.0006669945
175513820,1.5692672,0.0017436303
176532860,1.84086,0.0020454
177551861,1.7871952,0.0019857725
178576406,1.6664398,0.0018515998
179585598,1.65881,0.0018431224
180603757,1.6809226,0.0018676919
181632696,1.7442774,0.001938086
182651582,1.7685678,0.0019650755
183677103,1.8006011,0.002000668
184684537,1.7572656,0.0019525174
185703703,1.702616,0.0018917957
186712962,1.6724205,0.0018582451
187721791,1.734646,0.0019273845
188735946,1.722091,0.0019134345
189744426,1.5600535,0.0017333928
190754509,1.573508,0.0017483423
191782314,1.6545869,0.0018384301
192801321,1.7459664,0.0019399629
193820217,1.814535,0.0020161502
194834737,1.8857272,0.0020952525
195863309,1.9615504,0.0021795004
196912666,2.0647025,0.002294114
197931270,2.1510952,0.0023901057
198950322,2.203808,0.0024486757
199964341,2.2440622,0.0024934027
200993273,2.4531384,0.0027257095
202012402,2.5068722,0.0027854138
203016371,2.5024433,0.0027804927
204035605,2.367257,0.002630286
205055965,2.187611,0.002430679
206062996,2.0136914,0.002237435
207081672,1.8396728,0.002044081
208105809,1.7495886,0.0019439874
209115105,1.7491574,0.0019435084
210123332,1.7661321,0.001962369
211133325,1.8150578,0.002016731
212151461,1.9140242,0.0021266937
213156534,2.0183535,0.002242615
214175499,2.0030894,0.0022256551
215183210,1.9269028,0.0021410033
216202064,2.0640845,0.0022934272
217221106,2.262593,0.0025139924
218239821,2.1062756,0.0023403063
219255565,2.0056174,0.002228464
220274760,1.9352841,0.0021503158
221281749,1.9122665,0.0021247407
222310978,1.9269705,0.0021410782
223330247,1.9593623,0.0021770694
224343702,2.0571673,0.0022857415
225362717,2.087845,0.002319828
226371646,2.1474495,0.0023860552
227395797,2.2712429,0.0025236034
228414555,2.4462583,0.002718065
229434362,2.631526,0.002923918
230442471,2.6671307,0.0029634787
231451469,2.5154727,0.0027949698
232456099,2.1739383,0.002415487
233476636,1.9322697,0.0021469665
234482694,1.804586,0.0020050958
235501856,1.7847751,0.0019830836
236520967,1.7075313,0.0018972572
237535202,1.645459,0.001828288
238554588,1.62689,0.0018076557
239562402,1.6310638,0.0018122933
240587361,1.6218973,0.0018021081
241635797,1.571812,0.0017464579
242655471,1.5871551,0.0017635057
243675755,1.4969751,0.0016633057
244702161,0.83928305,0.0009325368
245710710,0.71821374,0.0007980153
246735734,1.1366197,0.0012629108
247754762,1.3378114,0.0014864572
248762431,1.3756862,0.0015285403
249771522,1.3607161,0.0015119069
250815696,0.0073222304,8.135812e-06
