timestamp,rtl_time_s,rtl_limit_fraction
716705700,0.30503422,0.00033892694
717714480,0.4765088,0.00052945426
718723027,0.5343783,0.00059375365
719751822,0.5402575,0.0006002861
720761208,0.5213343,0.00057926035
721779834,0.52090734,0.00057878596
722803394,0.51585317,0.0005731702
723822572,0.056824937,6.3138825e-05
724841499,0.25202656,0.00028002952
725850205,0.58182895,0.00064647663
726896544,0.9173296,0.0010192551
727913123,1.0590743,0.0011767492
728931637,1.1498988,0.0012776654
729950911,1.3064809,0.0014516455
730964558,1.5156332,0.0016840369
731983421,1.7895223,0.001988358
733002261,1.9830987,0.002203443
734011129,2.0400927,0.0022667698
735035984,2.0897753,0.0023219727
736054211,2.2153304,0.0024614783
737062363,2.3018198,0.0025575778
738082445,2.3765714,0.002640635
739090290,2.3504267,0.0026115852
740104642,1.718093,0.0019089923
741153353,0.906336,0.0010070401
742166877,0.28417987,0.00031575543
743180658,0.9160199,0.0010178
744194801,1.2167547,0.0013519496
745202895,1.3103877,0.0014559865
746221746,1.2420462,0.0013800514
747236537,0.06205274,6.894749e-05
