timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2]
79027284,79027237,4259850,0.30645782,-0.45968673,-9.672575,31.5,0,0,0,0
79028171,79028122,4259850,0.2873042,-0.51714754,-9.595961,31.5,0,0,0,0
80031106,80031060,4259850,0.32561144,-0.5554548,-9.653421,31.5,0,0,0,0
81027220,81027173,4259850,0.21068975,-0.5554548,-9.768343,31.5,0,0,0,0
82027247,82027202,4259850,-0.2681506,0.2873042,-11.415554,31.5,0,0,0,0
83028125,83028080,4259850,0.5554548,0.095768064,-3.064578,31.5,0,0,0,0
84029636,84029589,4259850,-0.2873042,-0.36391866,-9.768343,31.5,0,0,0,0
85026553,85026508,4259850,1.7046716,-0.91937345,-10.534488,31.5,0,0,0,0
86027515,86027466,4259850,1.6280571,-3.9264908,-12.047623,31.5,0,0,0,0
87028528,87028481,4259850,-1.7621324,-1.6089035,-2.2026656,31.5,0,0,0,0
88030087,88030039,4259850,5.0757074,-5.66947,-4.3287168,31.5,0,0,0,0
89027147,89027097,4259850,-8.619126,-0.22984336,-10.247183,31.5,0,0,0,0
90028657,90028614,4259850,-0.2681506,-5.3821654,-18.617311,31.5,0,0,0,0
91028782,91028732,4259850,-0.7278373,-7.8146744,-12.124237,31.5,0,0,0,0
92029834,92029789,4259850,5.765238,0.4405331,-14.5759,31.5,0,0,0,0
93027819,93027768,4259850,-1.5705963,-8.408437,-16.587029,31.5,0,0,0,0
94028877,94028831,4259850,5.267244,-8.350976,3.5051112,31.5,0,0,0,0
95029974,95029927,4259850,-2.4899697,-4.673482,4.4819455,31.0,0,0,0,0
96027567,96027517,4259850,5.8226986,5.8226986,-12.832921,31.5,0,0,0,0
97028220,97028172,4259850,-3.6774938,-0.47884035,-6.646304,31.5,0,0,0,0
98029361,98029313,4259850,-1.0534488,0.24899697,-20.57098,31.0,0,0,0,0
99030460,99030402,4259850,-10.28549,4.711789,2.719813,31.0,0,0,0,0
100027569,100027521,4259850,-12.449849,10.496181,-13.043611,31.0,0,0,0,0
101028699,101028655,4259850,10.01734,-3.5434184,-18.310854,31.0,0,0,0,0
102029752,102029705,4259850,11.262324,-20.973207,-21.183897,31.0,0,0,0,0
103026870,103026823,4259850,13.809755,-0.38307226,-25.206156,31.0,0,0,0,0
104028589,104028544,4259850,6.2249246,1.6472107,-17.448942,31.0,0,0,0,0
105028904,105028857,4259850,4.0414124,7.1059904,-24.976313,31.0,0,0,0,0
106029826,106029780,4259850,3.620033,11.760319,-18.981232,31.0,0,0,0,0
107027888,107027837,4259850,2.4516625,-5.2863975,-4.654328,31.0,0,0,0,0
108029336,108029286,4259850,27.08321,-6.895301,-27.523743,31.0,1,0,0,0
109029415,109029371,4259850,-10.936713,-7.5082164,1.8004397,31.0,1,0,0,0
110027471,110027420,4259850,-11.626244,-12.794614,-14.288596,31.0,1,0,0,0
111028106,111028055,4259850,-4.654328,4.8267107,-7.393295,31.0,1,0,0,0
112029266,112029221,4259850,-4.865018,4.098873,-7.0485296,31.0,1,0,0,0
113030361,113030317,4259850,-4.865018,3.964798,-7.1634517,31.0,1,0,0,0
114029507,114029460,4259850,-4.9224787,4.003105,-7.1059904,31.0,1,0,0,0
