timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2]
1686539026,1686538971,4259850,0.6512229,-0.38307226,-9.710882,36.5,0,0,0,0
1686540010,1686539962,4259850,0.6512229,-0.38307226,-9.691729,36.5,0,0,0,0
1687544078,1687544032,4259850,0.59376204,-0.38307226,-9.691729,36.5,0,0,0,0
1688543173,1688543127,4259850,0.59376204,-0.40222588,-9.672575,36.5,0,0,0,0
1689540379,1689540334,4259850,0.63206923,-0.38307226,-9.710882,36.5,0,0,0,0
1690541485,1690541440,4259850,0.6895301,-0.40222588,-9.768343,36.5,0,0,0,0
1691543310,1691543263,4259850,1.0151415,-0.91937345,-10.170568,36.5,0,0,0,0
1692539427,1692539381,4259850,-0.019153614,-0.019153614,-11.9135475,36.5,0,0,0,0
1693540928,1693540879,4259850,1.283292,1.9536686,-16.989256,36.5,0,0,0,0
1694541496,1694541450,4259850,-4.8841715,-7.374141,-8.504205,36.5,0,0,0,0
1695542565,1695542520,4259850,0.21068975,-0.038307227,-20.130447,36.5,0,0,0,0
1696540638,1696540593,4259850,-1.4748282,7.7189064,-13.2351465,36.5,0,0,0,0
1697541697,1697541648,4259850,0.5554548,1.8387469,-7.795521,36.5,0,0,0,0
1698541766,1698541714,4259850,-7.699753,-0.8810662,12.354081,36.5,0,0,0,0
1699540018,1699539973,4259850,-2.3175871,-22.448034,-25.876532,36.0,0,0,0,0
1700540649,1700540605,4259850,0.2873042,-12.066776,2.2409728,36.5,0,0,0,0
1701542021,1701541973,4259850,-6.0142345,6.8186865,-5.267244,36.0,0,0,0,0
1702542243,1702542198,4259850,4.654328,2.7389667,-22.926876,36.5,0,0,0,0
1703540439,1703540393,4259850,2.9496565,4.999093,1.7812861,36.5,0,0,0,0
1704540666,1704540623,4259850,4.2521024,10.457873,10.936713,36.5,0,0,0,0
1705542372,1705542325,4259850,2.6240451,-3.6008794,-5.631162,36.0,0,0,0,0
1706539526,1706539480,4259850,-0.80445176,-5.0757074,-6.6846113,36.0,0,0,0,0
1707540181,1707540135,4259850,22.773647,3.964798,-8.446744,36.0,0,0,0,0
1708542406,1708542356,4259850,-3.6391866,-20.321983,-18.483236,36.0,0,0,0,0
1709542604,1709542550,4259850,12.737153,-1.4556746,-26.60437,36.0,0,0,0,0
1710539858,1710539810,4259850,3.1028855,0.59376204,-14.173674,36.0,0,0,0,0
1711541191,1711541145,4259850,-16.069881,-5.9184666,1.9153614,36.0,0,0,0,0
1712543120,1712543075,4259850,0.82360536,-1.1683705,-7.6231384,36.0,0,0,0,0
1713539850,1713539802,4259850,-9.155427,5.4779334,10.457873,36.0,0,0,0,0
1714540586,1714540538,4259850,7.9487495,0.5746084,6.646304,36.0,0,0,0,0
1715541767,1715541717,4259850,-18.674774,13.196839,9.442732,36.0,0,0,0,0
1716542960,1716542913,4259850,-1.283292,9.442732,-3.1986535,36.0,0,0,0,0
1717540188,1717540141,4259850,18.44493,3.4284968,-20.417751,36.0,0,0,0,0
1718541329,1718541272,4259850,20.245369,-3.8881836,-26.757599,36.0,0,0,0,0
1719541665,1719541615,4259850,-6.7612257,1.3024458,-11.856087,36.0,0,0,0,0
1720539994,1720539944,4259850,12.660539,-0.095768064,-18.042704,36.0,0,0,0,0
1721540905,1721540859,4259850,1.340753,-14.767436,-18.789696,36.0,0,0,0,0
1722541872,1722541823,4259850,-12.220005,7.0485296,3.1986535,36.0,0,0,0,0
1723543087,1723543040,4259850,0.076614454,-12.449849,-6.703765,36.0,0,0,0,0
1724540430,1724540383,4259850,-2.681506,0.842759,-11.760319,36.0,0,0,0,0
1725541286,1725541231,4259850,-0.51714754,0.05746084,-9.902418,36.0,1,0,0,0
1726542679,1726542634,4259850,-0.038307227,-0.59376204,-9.710882,36.0,1,0,0,0
1727539849,1727539802,4259850,0.05746084,-0.7661445,-9.595961,35.5,1,0,0,0
1728540676,1728540629,4259850,0.05746084,-0.8810662,-9.653421,35.5,1,0,0,0
1729541098,1729541052,4259850,0.095768064,-0.78529817,-9.634268,35.5,1,0,0,0
