timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2]
126156923,126156874,4259850,-0.17238252,0.15322891,-9.653421,25.0,0,0,0,0
126158060,126158011,4259850,-0.11492168,0.15322891,-9.634268,25.0,0,0,0,0
127160620,127160574,4259850,-0.11492168,0.15322891,-9.672575,25.0,0,0,0,0
128159846,128159790,4259850,-0.05746084,0.15322891,-9.672575,25.0,0,0,0,0
129156748,129156703,4259850,-0.05746084,0.15322891,-9.634268,25.0,0,0,0,0
130158492,130158446,4259850,-0.1340753,0.15322891,-10.0748005,25.0,0,0,0,0
131158654,131158606,4259850,0.78529817,3.9073372,-14.441825,25.0,0,0,0,0
132160257,132160210,4259850,-0.5363012,-0.9959879,-17.7554,25.0,0,0,0,0
133157895,133157849,4259850,1.3982137,3.1603463,-4.5202527,25.0,0,0,0,0
134158484,134158438,4259850,3.064578,3.371036,-11.33894,25.0,0,0,0,0
135160061,135160015,4259850,3.3327289,7.1059904,-4.4436383,25.0,0,0,0,0
136156778,136156733,4259850,6.991069,4.0414124,-3.1603463,25.0,0,0,0,0
137157555,137157509,4259850,6.3206925,5.535394,-5.5737014,25.0,0,0,0,0
138158897,138158846,4259850,5.995081,7.144298,-6.588843,25.0,0,0,0,0
139156749,139156693,4259850,6.742072,5.554548,-5.2863975,25.0,0,0,0,0
140157866,140157817,4259850,6.7612257,4.462792,-6.0716953,25.0,0,0,0,0
141158697,141158644,4259850,2.2409728,1.4173675,-5.841852,25.0,0,0,0,0
142159242,142159195,4259850,-0.7278373,0.2681506,-9.461885,25.0,0,0,0,0
143157103,143157054,4259850,-0.34476504,0.24899697,-9.653421,25.0,0,0,0,0
144158073,144158026,4259850,-0.4213795,0.19153613,-9.691729,25.0,0,0,0,0
