timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2]
94852039,94851989,4259850,0.21068975,0.11492168,-9.710882,25.5,0,0,0,0
94853038,94852980,4259850,0.21068975,0.11492168,-9.634268,25.5,0,0,0,0
95856899,95856854,4259850,0.2873042,0.15322891,-9.710882,25.5,0,0,0,0
96852395,96852350,4259850,0.21068975,0.15322891,-9.730036,25.5,0,0,0,0
97853452,97853406,4259850,0.24899697,0.1340753,-9.615114,25.5,0,0,0,0
98854109,98854063,4259850,0.22984336,0.11492168,-9.710882,25.5,0,0,0,0
99854837,99854787,4259850,0.24899697,0.1340753,-9.672575,26.0,0,0,0,0
100852584,100852537,4259850,0.24899697,0.1340753,-9.653421,26.0,0,0,0,0
101853961,101853915,4259850,0.21068975,0.15322891,-9.730036,26.0,0,0,0,0
102854773,102854725,4259850,0.34476504,0.15322891,-9.653421,26.0,0,0,0,0
103852550,103852497,4259850,0.24899697,0.11492168,-9.653421,26.0,0,0,0,0
104853393,104853347,4259850,0.24899697,0.1340753,-9.653421,26.0,0,0,0,0
105853898,105853850,4259850,0.24899697,0.15322891,-9.691729,26.0,0,0,0,0
