timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2]
42257988,42257940,4259850,-0.15322891,1.1875241,-9.634268,16.0,0,0,0,0
42259058,42259010,4259850,-0.15322891,1.1875241,-9.595961,16.0,0,0,0,0
43258686,43258637,4259850,-0.15322891,1.1300632,-9.615114,16.5,0,0,0,0
44259915,44259860,4259850,-0.1340753,1.1875241,-9.5385,16.5,0,0,0,0
45261139,45261095,4259850,-0.1340753,1.1683705,-9.595961,16.5,0,0,0,0
46258506,46258461,4259850,-0.1340753,1.1300632,-9.595961,16.5,0,0,0,0
47258867,47258816,4259850,-0.095768064,0.38307226,-10.381259,16.5,0,0,0,0
48260284,48260226,4259850,-0.63206923,-1.6089035,-6.2823853,16.5,0,0,0,0
49260972,49260927,4259850,-0.076614454,1.5705963,-12.717999,16.5,0,0,0,0
50258670,50258623,4259850,-0.7661445,-3.1411927,-8.676587,17.0,0,0,0,0
51259125,51259080,4259850,-2.030283,2.6623523,-15.073894,17.0,0,0,0,0
52260494,52260451,4259850,2.777274,-0.15322891,-7.5465236,17.0,0,0,0,0
53258449,53258404,4259850,-3.86903,2.4133554,-15.533581,17.0,0,0,0,0
54258835,54258790,4259850,3.9456444,10.630256,0.038307227,17.0,0,0,0,0
55260312,55260265,4259850,-13.752295,-11.511322,-7.2592196,17.0,0,0,0,0
56260821,56260773,4259850,14.288596,-3.2369606,-29.822176,17.0,0,0,0,0
57258846,57258795,4259850,-1.7621324,-11.3964,-3.122039,17.0,0,0,0,0
58260184,58260133,4259850,-6.1866174,4.7884035,-9.3661175,17.5,0,0,0,0
59260455,59260410,4259850,0.11492168,3.715801,-6.2249246,17.5,0,0,0,0
60257813,60257763,4259850,1.5514427,-1.6280571,-16.089035,17.5,0,0,0,0
61259096,61259051,4259850,4.8841715,-11.33894,-11.051635,17.5,0,0,0,0
62260396,62260349,4259850,1.3790601,-0.11492168,-5.765238,17.5,0,0,0,0
63257179,63257134,4259850,3.4476504,-1.9153614,-10.400413,17.5,0,0,0,0
64258426,64258375,4259850,3.064578,-6.2632318,-7.067683,17.5,0,0,0,0
65259141,65259095,4259850,4.673482,-7.2783732,-8.772355,17.5,0,0,0,0
66260437,66260393,4259850,2.7389667,-6.339846,-5.765238,18.0,0,0,0,0
67257709,67257664,4259850,3.4093432,-5.650316,-7.8529816,18.0,0,0,0,0
68259155,68259110,4259850,3.3135753,-5.9567738,-6.9719152,18.0,0,0,0,0
69260528,69260485,4259850,3.4093432,-6.205771,-6.531382,18.0,0,0,0,0
70258676,70258631,4259850,3.4284968,-6.2632318,-6.5696893,18.0,0,0,0,0
71258951,71258903,4259850,3.620033,-6.4739213,-6.6079965,18.0,0,0,0,0
72259262,72259211,4259850,3.7349546,-6.6271505,-6.531382,18.0,0,0,0,0
73260509,73260464,4259850,1.8004397,-5.267244,-7.5465236,18.0,0,0,0,0
74258004,74257958,4259850,1.1875241,-1.2066777,-9.232041,18.5,0,0,0,0
