timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
166976115,166968043,21,4,1,0,0,0,3,0,0,0,0,0,0,0
167976132,167968040,21,4,1,0,0,0,3,0,0,0,0,0,0,0
168984116,168976037,21,4,1,0,0,0,3,0,0,0,0,0,0,0
169993549,169984037,21,4,1,0,0,0,3,0,0,0,0,0,0,0
171000109,170992710,21,4,1,0,0,0,3,0,0,0,0,0,0,0
172001701,171992037,21,4,1,0,0,0,3,0,0,0,0,0,0,0
173008116,173000627,21,4,1,0,0,0,3,0,0,0,0,0,0,0
174009298,173996037,21,4,1,0,0,0,3,0,0,0,0,0,0,0
175016152,175004039,21,4,1,0,0,0,3,0,0,0,0,0,0,0
176024103,176012651,21,4,1,0,0,0,3,0,0,0,0,0,0,0
177032103,177020037,21,4,1,0,0,0,3,0,0,0,0,0,0,0
178040751,178028140,21,4,1,0,0,0,3,0,0,0,0,0,0,0
179045228,179036037,21,4,1,0,0,0,3,0,0,0,0,0,0,0
180056264,180044037,21,4,1,0,0,0,3,0,0,0,0,0,0,0
181064104,181053073,21,4,1,0,0,0,3,0,0,0,0,0,0,0
182064264,182052279,21,4,1,0,0,0,3,0,0,0,0,0,0,0
183072101,183060410,21,4,1,0,0,0,3,0,0,0,0,0,0,0
184080100,184068080,21,4,1,0,0,0,3,0,0,0,0,0,0,0
185088102,185076320,21,4,1,0,0,0,3,0,0,0,0,0,0,0
186093075,186084037,21,4,1,0,0,0,3,0,0,0,0,0,0,0
187104405,187092042,21,4,1,0,0,0,3,0,0,0,0,0,0,0
188112113,188100311,21,4,1,0,0,0,3,0,0,0,0,0,0,0
189120116,189108037,21,4,1,0,0,0,3,0,0,0,0,0,0,0
190128119,190116106,21,4,1,0,0,0,3,0,0,0,0,0,0,0
191132905,191124037,21,4,1,0,0,0,3,0,0,0,0,0,0,0
192144107,192132037,21,4,1,0,0,0,3,0,0,0,0,0,0,0
193152102,193140197,21,4,1,0,0,0,3,0,0,0,0,0,0,0
194160113,194149245,21,4,1,0,0,0,3,0,0,0,0,0,0,0
195168131,195156040,21,4,1,0,0,0,3,0,0,0,0,0,0,0
196172566,196164040,21,4,1,0,0,0,3,0,0,0,0,0,0,0
197181121,197172041,21,4,1,0,0,0,3,0,0,0,0,0,0,0
198192103,198180038,21,4,1,0,0,0,3,0,0,0,0,0,0,0
199200104,199189907,21,4,1,0,0,0,3,0,0,0,0,0,0,0
200208355,200196042,21,4,1,0,0,0,3,0,0,0,0,0,0,0
201212454,201204037,21,4,1,0,0,0,3,0,0,0,0,0,0,0
