timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
256224259,256212037,24,1,1,0,0,0,3,0,0,0,0,0,0,0
257233341,257220040,24,1,1,0,0,0,3,0,0,0,0,0,0,0
258240105,258228037,24,1,1,0,0,0,3,0,0,0,0,0,0,0
259248139,259236037,24,1,1,0,0,0,3,0,0,0,0,0,0,0
260256215,260244526,24,1,1,0,0,0,3,0,0,0,0,0,0,0
261264115,261252037,24,1,1,0,0,0,3,0,0,0,0,0,0,0
262273612,262260206,24,1,1,0,0,0,3,0,0,0,0,0,0,0
263280115,263268040,24,1,1,0,0,0,3,0,0,0,0,0,0,0
264284611,264276037,24,1,1,0,0,0,3,0,0,0,0,0,0,0
265296118,265283899,24,1,1,0,0,0,3,0,0,0,0,0,0,0
266304212,266293074,24,1,1,0,0,0,3,0,0,0,0,0,0,0
267312446,267300037,24,1,1,0,0,0,3,0,0,0,0,0,0,0
268321268,268308037,24,1,1,0,0,0,3,0,0,0,0,0,0,0
269328105,269316037,24,1,1,0,0,0,3,0,0,0,0,0,0,0
270336149,270324037,24,1,1,0,0,0,3,0,0,0,0,0,0,0
271344232,271333024,24,1,1,0,0,0,3,0,0,0,0,0,0,0
272352106,272340037,24,1,1,0,0,0,3,0,0,0,0,0,0,0
273360739,273348221,24,1,1,0,0,0,3,0,0,0,0,0,0,0
274369368,274356037,24,1,1,0,0,0,3,0,0,0,0,0,0,0
275373575,275364037,24,1,1,0,0,0,3,0,0,0,0,0,0,0
276384133,276372618,24,1,1,0,0,0,3,0,0,0,0,0,0,0
277392103,277380965,24,1,1,0,0,0,3,0,0,0,0,0,0,0
278400302,278388037,24,1,1,0,0,0,3,0,0,0,0,0,0,0
279408243,279396037,24,1,1,0,0,0,3,0,0,0,0,0,0,0
280412811,280404037,24,1,1,0,0,0,3,0,0,0,0,0,0,0
281424152,281412224,24,1,1,0,0,0,3,0,0,0,0,0,0,0
282432202,282420975,24,1,1,0,0,0,3,0,0,0,0,0,0,0
283440106,283428037,24,1,1,0,0,0,3,0,0,0,0,0,0,0
284440118,284428037,24,1,1,0,0,0,3,0,0,0,0,0,0,0
285448102,285436037,24,1,1,0,0,0,3,0,0,0,0,0,0,0
286456498,286444071,24,1,1,0,0,0,3,0,0,0,0,0,0,0
287465391,287452040,24,1,1,0,0,0,3,0,0,0,0,0,0,0
288472113,288460037,24,1,1,0,0,0,3,0,0,0,0,0,0,0
289480102,289468146,24,1,1,0,0,0,3,0,0,0,0,0,0,0
290488363,290476214,24,1,1,0,0,0,3,0,0,0,0,0,0,0
291496345,291484037,24,1,1,0,0,0,3,0,0,0,0,0,0,0
292504900,292492040,24,1,1,0,0,0,3,0,0,0,0,0,0,0
293512147,293500037,24,1,1,0,0,0,3,0,0,0,0,0,0,0
294520179,294508037,24,1,1,0,0,0,3,0,0,0,0,0,0,0
295528105,295516037,24,1,1,0,0,0,3,0,0,0,0,0,0,0
295688109,295681958,25,4,1,0,0,0,3,0,0,0,0,0,0,0
295724123,295716037,26,6,1,0,0,0,3,0,0,0,0,0,0,0
296725423,296716068,26,6,1,0,0,0,3,0,0,0,0,0,0,0
297732107,297724094,26,6,1,0,0,0,3,0,0,0,0,0,0,0
298733327,298720037,26,6,1,0,0,0,3,0,0,0,0,0,0,0
299740102,299728192,26,6,1,0,0,0,3,0,0,0,0,0,0,0
300748408,300736037,26,6,1,0,0,0,3,0,0,0,0,0,0,0
301756105,301744037,26,6,1,0,0,0,3,0,0,0,0,0,0,0
302764100,302753656,26,6,1,0,0,0,3,0,0,0,0,0,0,0
303772516,303760037,26,6,1,0,0,0,3,0,0,0,0,0,0,0
304781428,304768040,26,6,1,0,0,0,3,0,0,0,0,0,0,0
305788105,305776037,26,6,1,0,0,0,3,0,0,0,0,0,0,0
306796105,306784116,26,6,1,0,0,0,3,0,0,0,0,0,0,0
307804364,307793201,26,6,1,0,0,0,3,0,0,0,0,0,0,0
