timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
239511178,239503051,17,4,1,0,0,0,3,0,0,0,0,0,0,0
240519418,240511058,17,4,1,0,0,0,3,0,0,0,0,0,0,0
241527593,241519054,17,4,1,0,0,0,3,0,0,0,0,0,0,0
242535909,242527051,17,4,1,0,0,0,3,0,0,0,0,0,0,0
242563120,242555051,18,1,1,0,0,0,3,0,0,0,0,0,0,0
243564326,243551070,18,1,1,0,0,0,3,0,0,0,0,0,0,0
244567720,244559256,18,1,1,0,0,0,3,0,0,0,0,0,0,0
245579160,245567313,18,1,1,0,0,0,3,0,0,0,0,0,0,0
246587334,246575720,18,1,1,0,0,0,3,0,0,0,0,0,0,0
247595351,247583051,18,1,1,0,0,0,3,0,0,0,0,0,0,0
248604538,248591051,18,1,1,0,0,0,3,0,0,0,0,0,0,0
248655126,248647051,19,1,1,0,0,0,1,0,0,0,0,0,0,0
249663252,249655051,19,1,1,0,0,0,1,0,0,0,0,0,0,0
250671329,250663095,19,1,1,0,0,0,1,0,0,0,0,0,0,0
250691326,250679051,20,1,3,0,0,0,1,0,0,0,0,0,0,0
251696540,251687056,20,1,3,0,0,0,1,0,0,0,0,0,0,0
