timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
670711167,670703088,13,1,1,3,0,0,3,0,0,0,0,0,0,0
671711237,671703091,13,1,1,3,0,0,3,0,0,0,0,0,0,0
672719627,672711091,13,1,1,3,0,0,3,0,0,0,0,0,0,0
673591253,673583088,14,4,1,3,0,0,3,0,0,0,0,0,0,0
674599238,674591122,14,4,1,3,0,0,3,0,0,0,0,0,0,0
675607506,675599088,14,4,1,3,0,0,3,0,0,0,0,0,0,0
676616443,676607091,14,4,1,3,0,0,3,0,0,0,0,0,0,0
677623234,677615356,14,4,1,3,0,0,3,0,0,0,0,0,0,0
678624336,678615119,14,4,1,3,0,0,3,0,0,0,0,0,0,0
679631166,679623173,14,4,1,3,0,0,3,0,0,0,0,0,0,0
680631225,680623088,14,4,1,3,0,0,3,0,0,0,0,0,0,0
681639159,681631090,14,4,1,3,0,0,3,0,0,0,0,0,0,0
682639161,682631196,14,4,1,3,0,0,3,0,0,0,0,0,0,0
683647251,683639088,14,4,1,3,0,0,3,0,0,0,0,0,0,0
684655405,684647091,14,4,1,3,0,0,3,0,0,0,0,0,0,0
685663155,685651459,14,4,1,3,0,0,3,0,0,0,0,0,0,0
686663207,686651091,14,4,1,3,0,0,3,0,0,0,0,0,0,0
687671158,687658650,14,4,1,3,0,0,3,0,0,0,0,0,0,0
688679155,688669456,14,4,1,3,0,0,3,0,0,0,0,0,0,0
689687366,689675089,14,4,1,3,0,0,3,0,0,0,0,0,0,0
690695996,690683091,14,4,1,3,0,0,3,0,0,0,0,0,0,0
691703155,691691093,14,4,1,3,0,0,3,0,0,0,0,0,0,0
692711202,692699098,14,4,1,3,0,0,3,0,0,0,0,0,0,0
693719319,693707091,14,4,1,3,0,0,3,0,0,0,0,0,0,0
694727188,694715088,14,4,1,3,0,0,3,0,0,0,0,0,0,0
695735879,695723088,14,4,1,3,0,0,3,0,0,0,0,0,0,0
696743203,696731088,14,4,1,3,0,0,3,0,0,0,0,0,0,0
697752967,697739088,14,4,1,3,0,0,3,0,0,0,0,0,0,0
698759185,698747660,14,4,1,3,0,0,3,0,0,0,0,0,0,0
699759750,699747088,14,4,1,3,0,0,3,0,0,0,0,0,0,0
700763255,700755462,14,4,1,3,0,0,3,0,0,0,0,0,0,0
701764053,701757714,14,4,1,3,0,0,3,0,0,0,0,0,0,0
702771158,702763195,14,4,1,3,0,0,3,0,0,0,0,0,0,0
703771304,703763088,14,4,1,3,0,0,3,0,0,0,0,0,0,0
704779178,704771093,14,4,1,3,0,0,3,0,0,0,0,0,0,0
705787425,705778906,14,4,1,3,0,0,3,0,0,0,0,0,0,0
706787954,706775181,14,4,1,3,0,0,3,0,0,0,0,0,0,0
707795279,707783088,14,4,1,3,0,0,3,0,0,0,0,0,0,0
708803156,708791771,14,4,1,3,0,0,3,0,0,0,0,0,0,0
709811159,709799465,14,4,1,3,0,0,3,0,0,0,0,0,0,0
710819406,710807088,14,4,1,3,0,0,3,0,0,0,0,0,0,0
711827303,711815088,14,4,1,3,0,0,3,0,0,0,0,0,0,0
712835156,712823097,14,4,1,3,0,0,3,0,0,0,0,0,0,0
713843170,713831088,14,4,1,3,0,0,3,0,0,0,0,0,0,0
714851203,714839091,14,4,1,3,0,0,3,0,0,0,0,0,0,0
715857992,715847156,14,4,1,3,0,0,3,0,0,0,0,0,0,0
716867169,716855193,14,4,1,3,0,0,3,0,0,0,0,0,0,0
717877294,717863088,14,4,1,3,0,0,3,0,0,0,0,0,0,0
718879498,718871091,14,4,1,3,0,0,3,0,0,0,0,0,0,0
719891159,719879299,14,4,1,3,0,0,3,0,0,0,0,0,0,0
720899156,720887195,14,4,1,3,0,0,3,0,0,0,0,0,0,0
721907159,721895088,14,4,1,3,0,0,3,0,0,0,0,0,0,0
722915602,722903088,14,4,1,3,0,0,3,0,0,0,0,0,0,0
723923217,723911132,14,4,1,3,0,0,3,0,0,0,0,0,0,0
