timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
787760199,787748037,58,4,1,3,0,0,3,0,0,0,0,0,0,0
788764694,788756044,58,4,1,3,0,0,3,0,0,0,0,0,0,0
789776181,789764038,58,4,1,3,0,0,3,0,0,0,0,0,0,0
790784104,790772037,58,4,1,3,0,0,3,0,0,0,0,0,0,0
791792106,791780416,58,4,1,3,0,0,3,0,0,0,0,0,0,0
792800308,792788037,58,4,1,3,0,0,3,0,0,0,0,0,0,0
793809247,793796040,58,4,1,3,0,0,3,0,0,0,0,0,0,0
794816117,794804037,58,4,1,3,0,0,3,0,0,0,0,0,0,0
795824156,795812044,58,4,1,3,0,0,3,0,0,0,0,0,0,0
796832256,796820102,58,4,1,3,0,0,3,0,0,0,0,0,0,0
797839219,797828040,58,4,1,3,0,0,3,0,0,0,0,0,0,0
798840110,798828967,58,4,1,3,0,0,3,0,0,0,0,0,0,0
799848105,799836065,58,4,1,3,0,0,3,0,0,0,0,0,0,0
800856863,800844132,58,4,1,3,0,0,3,0,0,0,0,0,0,0
800880589,800872039,59,4,1,1,0,0,3,0,0,0,0,0,0,0
801888103,801880074,59,4,1,1,0,0,3,0,0,0,0,0,0,0
802888461,802880037,59,4,1,1,0,0,3,0,0,0,0,0,0,0
803888464,803880037,59,4,1,1,0,0,3,0,0,0,0,0,0,0
804898516,804888069,59,4,1,1,0,0,3,0,0,0,0,0,0,0
805901391,805884037,59,4,1,1,0,0,3,0,0,0,0,0,0,0
806906665,806892038,59,4,1,1,0,0,3,0,0,0,0,0,0,0
807909150,807900231,59,4,1,1,0,0,3,0,0,0,0,0,0,0
808920106,808908204,59,4,1,1,0,0,3,0,0,0,0,0,0,0
809928105,809917151,59,4,1,1,0,0,3,0,0,0,0,0,0,0
810936417,810924046,59,4,1,1,0,0,3,0,0,0,0,0,0,0
811944100,811932142,59,4,1,1,0,0,3,0,0,0,0,0,0,0
812948670,812940037,59,4,1,1,0,0,3,0,0,0,0,0,0,0
813957576,813948037,59,4,1,1,0,0,3,0,0,0,0,0,0,0
814968103,814956702,59,4,1,1,0,0,3,0,0,0,0,0,0,0
815976206,815965239,59,4,1,1,0,0,3,0,0,0,0,0,0,0
816984306,816972037,59,4,1,1,0,0,3,0,0,0,0,0,0,0
817988566,817980037,59,4,1,1,0,0,3,0,0,0,0,0,0,0
818997328,818988259,59,4,1,1,0,0,3,0,0,0,0,0,0,0
