timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
704644138,704636040,47,4,1,0,0,0,3,0,0,0,0,0,0,0
705652587,705644044,47,4,1,0,0,0,3,0,0,0,0,0,0,0
706660981,706652037,47,4,1,0,0,0,3,0,0,0,0,0,0,0
707668106,707660199,47,4,1,0,0,0,3,0,0,0,0,0,0,0
708668289,708656040,47,4,1,0,0,0,3,0,0,0,0,0,0,0
709673003,709664258,47,4,1,0,0,0,3,0,0,0,0,0,0,0
710684109,710672040,47,4,1,0,0,0,3,0,0,0,0,0,0,0
711692115,711680744,47,4,1,0,0,0,3,0,0,0,0,0,0,0
712700099,712688039,47,4,1,0,0,0,3,0,0,0,0,0,0,0
713708119,713696037,47,4,1,0,0,0,3,0,0,0,0,0,0,0
714712622,714704037,47,4,1,0,0,0,3,0,0,0,0,0,0,0
715704112,715697876,48,4,3,0,0,0,3,0,0,0,0,0,0,0
