timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
795635159,795627088,18,4,1,3,0,0,3,0,0,0,0,0,0,0
796635214,796624529,18,4,1,3,0,0,3,0,0,0,0,0,0,0
797643322,797631175,18,4,1,3,0,0,3,0,0,0,0,0,0,0
798652317,798639170,18,4,1,3,0,0,3,0,0,0,0,0,0,0
799655729,799647400,18,4,1,3,0,0,3,0,0,0,0,0,0,0
800667168,800655222,18,4,1,3,0,0,3,0,0,0,0,0,0,0
801675158,801663168,18,4,1,3,0,0,3,0,0,0,0,0,0,0
802683156,802671208,18,4,1,3,0,0,3,0,0,0,0,0,0,0
803691203,803679265,18,4,1,3,0,0,3,0,0,0,0,0,0,0
804695728,804687189,18,4,1,3,0,0,3,0,0,0,0,0,0,0
805704440,805695173,18,4,1,3,0,0,3,0,0,0,0,0,0,0
806715156,806703501,18,4,1,3,0,0,3,0,0,0,0,0,0,0
807723156,807711427,18,4,1,3,0,0,3,0,0,0,0,0,0,0
808731159,808719162,18,4,1,3,0,0,3,0,0,0,0,0,0,0
809739156,809727197,18,4,1,3,0,0,3,0,0,0,0,0,0,0
810744156,810735201,18,4,1,3,0,0,3,0,0,0,0,0,0,0
811755308,811743170,18,4,1,3,0,0,3,0,0,0,0,0,0,0
812763166,812752014,18,4,1,3,0,0,3,0,0,0,0,0,0,0
813771159,813759636,18,4,1,3,0,0,3,0,0,0,0,0,0,0
814779361,814767183,18,4,1,3,0,0,3,0,0,0,0,0,0,0
815787314,815775176,18,4,1,3,0,0,3,0,0,0,0,0,0,0
816792580,816783385,18,4,1,3,0,0,3,0,0,0,0,0,0,0
817803174,817791180,18,4,1,3,0,0,3,0,0,0,0,0,0,0
818811203,818799175,18,4,1,3,0,0,3,0,0,0,0,0,0,0
819819153,819807859,18,4,1,3,0,0,3,0,0,0,0,0,0,0
820827159,820815327,18,4,1,3,0,0,3,0,0,0,0,0,0,0
821832012,821823169,18,4,1,3,0,0,3,0,0,0,0,0,0,0
822839489,822831178,18,4,1,3,0,0,3,0,0,0,0,0,0,0
823851162,823839383,18,4,1,3,0,0,3,0,0,0,0,0,0,0
824859156,824847319,18,4,1,3,0,0,3,0,0,0,0,0,0,0
825867159,825855217,18,4,1,3,0,0,3,0,0,0,0,0,0,0
826877493,826863172,18,4,1,3,0,0,3,0,0,0,0,0,0,0
827883197,827871213,18,4,1,3,0,0,3,0,0,0,0,0,0,0
828891287,828879168,18,4,1,3,0,0,3,0,0,0,0,0,0,0
829899190,829887231,18,4,1,3,0,0,3,0,0,0,0,0,0,0
