timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
28523122,28515111,5,4,1,0,0,0,3,0,0,0,0,0,0,0
30547848,30539051,5,4,1,0,0,0,3,0,0,0,0,0,0,0
31555129,31547615,5,4,1,0,0,0,3,0,0,0,0,0,0,0
32556336,32547051,5,4,1,0,0,0,3,0,0,0,0,0,0,0
33563123,33555183,5,4,1,0,0,0,3,0,0,0,0,0,0,0
34564486,34551051,5,4,1,0,0,0,3,0,0,0,0,0,0,0
35571119,35559098,5,4,1,0,0,0,3,0,0,0,0,0,0,0
36579122,36567513,5,4,1,0,0,0,3,0,0,0,0,0,0,0
37587165,37576286,5,4,1,0,0,0,3,0,0,0,0,0,0,0
38595325,38583051,5,4,1,0,0,0,3,0,0,0,0,0,0,0
38835473,38827051,6,4,1,0,0,0,1,0,0,0,0,0,0,0
39844350,39835088,6,4,1,0,0,0,1,0,0,0,0,0,0,0
40324962,40311240,7,4,3,0,0,0,1,0,0,0,0,0,0,0
41328901,41319089,7,4,3,0,0,0,1,0,0,0,0,0,0,0
42339289,42328342,7,4,3,0,0,0,1,0,0,0,0,0,0,0
43347133,43335461,7,4,3,0,0,0,1,0,0,0,0,0,0,0
44355137,44343120,7,4,3,0,0,0,1,0,0,0,0,0,0,0
