timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
153931117,153919051,13,4,1,0,0,0,3,0,0,0,0,0,0,0
154939256,154927600,13,4,1,0,0,0,3,0,0,0,0,0,0,0
155947296,155939070,13,4,1,0,0,0,3,0,0,0,0,0,0,0
156947300,156936874,13,4,1,0,0,0,3,0,0,0,0,0,0,0
157955120,157943051,13,4,1,0,0,0,3,0,0,0,0,0,0,0
158963128,158951051,13,4,1,0,0,0,3,0,0,0,0,0,0,0
159968205,159959051,13,4,1,0,0,0,3,0,0,0,0,0,0,0
160979118,160967415,13,4,1,0,0,0,3,0,0,0,0,0,0,0
161987118,161975843,13,4,1,0,0,0,3,0,0,0,0,0,0,0
162995234,162983051,13,4,1,0,0,0,3,0,0,0,0,0,0,0
164003966,163991051,13,4,1,0,0,0,3,0,0,0,0,0,0,0
165011122,164999109,13,4,1,0,0,0,3,0,0,0,0,0,0,0
